term,estimate,std.error,conf.low,conf.high
2008,-0.07196405904385442,0.07568728387439096,-0.22031113543766068,0.07638301734995184
2010,0.039223032448668455,0.035661549353637655,-0.03067360428446135,0.10911966918179826
2012,0.03791758491002978,0.011561445457127263,0.015257151814060343,0.06057801800599921
2014,0.005215001025222494,0.008788573824464387,-0.012010603670727704,0.022440605721172693
2016,0.03389717501897623,0.006185111651630254,0.021774356181780932,0.04601999385617153
2018,-8.247037404951492e-4,0.0055235646820929575,-0.011650890517397346,0.010001483036407048
