estimate,std.error,statistic,p.value,term,event_time,conf.low,conf.high
-0.026797979860918374,0.02710495401854935,-0.988674610647895,0.3229080092232718,.__time_id__::-8,-8,-0.0799236897372751,0.02632773001543835
-0.04176426988593911,0.003938352646430689,-10.604502347901699,8.721754029818085e-26,.__time_id__::-6,-6,-0.049483441072943266,-0.03404509869893496
-0.017530445654811738,0.003267657510614732,-5.364835695866365,8.765689236962348e-8,.__time_id__::-4,-4,-0.02393505437561661,-0.011125836934006863
-0.11310969347320882,0.004846626939700341,-23.33781718305767,3.342359849036728e-110,.__time_id__::0,0,-0.12260908227502149,-0.10361030467139615
-0.053825530754307876,0.006743302979380914,-7.982072126803573,2.0814141820261053e-15,.__time_id__::2,2,-0.06704240459389446,-0.040608656914721285
-0.011254791462773332,0.012676102563886368,-0.8878747553556181,0.3746845774781785,.__time_id__::4,4,-0.03609995248799061,0.013590369562443949
-0.005628287963953316,0.010389362080285375,-0.5417356638896464,0.5880438293108278,.__time_id__::6,6,-0.02599143764131265,0.01473486171340602
