lb,ub,method,Delta,M,restriction
0.08461498300089235,0.09397983997314796,C-LF,DeltaSD,0,Smoothness
-0.41618177899408804,0.5477807604941949,C-LF,DeltaSD,0.5,Smoothness
-0.9156282321435757,1.0477807604941949,C-LF,DeltaSD,1,Smoothness
-1.4145383727039038,1.5477807604941949,C-LF,DeltaSD,1.5,Smoothness
-1.9124919414825663,2.0477807604941947,C-LF,DeltaSD,2,Smoothness
