term,estimate,std.error,conf.low,conf.high,event_time
0,0.2445455503211572,0.029750527057038543,0.18623451728936166,0.30285658335295274,0
2,0.3000798448990543,0.03125540893504257,0.2388192433863709,0.36134044641173774,2
4,0.34063070598483036,0.03187830715208651,0.2781492239667408,0.4031121880029199,4
6,0.413149309832591,0.043456089266536886,0.3279753748701787,0.49832324479500334,6
8,0.4247198954105747,0.06451923964811015,0.2982621857002788,0.5511776051208706,8
