term,estimate,std.error,conf.low,conf.high,statistic,p.value,event_time
0,0.08645142964750276,9.601837098099723e-4,0.08456946957627522,0.0883333897187303,90.03634280007954,0,0
2,0.07425634591045512,0.0012870224874300675,0.07173378183509219,0.07677890998581804,57.69623035781646,0,2
4,0.06023221220091989,0.0017836039336046328,0.056736348491054814,0.06372807591078497,33.76994806195097,5.448495862076669e-250,4
6,0.05829582909427396,0.0022902077441239056,0.053807021915791106,0.06278463627275681,25.454384757822222,6.312928995887761e-143,6
8,0.055491559530026976,0.006146707282243016,0.043444013256830664,0.06753910580322328,9.027851332750851,1.7507546705338165e-19,8
