category,expected_coef,expected_se,replicated_coef,replicated_se,abs_coef_diff,abs_se_diff,match_status
Female,-0.0157342215912731,0.0791797061750544,-0.0157342215912731,0.0791797061750544,0.0,0.0,benchmark_rebuilt_from_notebook_logic
White,0.0357612066140548,0.08227836203054,0.0357612066140548,0.08227836203054,0.0,0.0,benchmark_rebuilt_from_notebook_logic
Married,0.0619049125771228,0.0799961510401592,0.0619049125771228,0.0799961510401592,0.0,0.0,benchmark_rebuilt_from_notebook_logic
Low Education,0.054166050920176,0.03466760206534,0.054166050920176,0.03466760206534,0.0,0.0,benchmark_rebuilt_from_notebook_logic
