term,estimate,std.error,conf.low,conf.high
2008,-0.29933138400135606,0.37220942555775605,-1.0288618580945579,0.43019909009184576
2010,-0.1607998803992391,0.0913702288100184,-0.3398855288668752,0.018285768068396963
2012,-0.04968458098078688,0.05145882508913662,-0.15054387815549466,0.051174716193920895
2014,0.04885735128884414,0.03160151722793086,-0.013081622477900338,0.11079632505558862
2016,-8.629199630668565e-5,0.01755176817660571,-0.03448775762245388,0.03431517362984051
2018,-0.013027620092507302,0.01760211421744944,-0.047527763958708204,0.021472523773693596
