term,estimate,std.error,conf.low,conf.high,event_time
0,-0.08564819979137599,8.741420391318563e-4,-0.08736151818807443,-0.08393488139467754,0
2,-0.0758545491708669,0.001219835698964863,-0.07824542714083803,-0.07346367120089577,2
4,-0.062305378615982884,0.0017098357713272857,-0.06565665672778437,-0.05895410050418141,4
6,-0.061356174258563906,0.0022157680928720537,-0.06569907972059313,-0.05701326879653468,6
8,-0.058561092045078665,0.006114160197216844,-0.07054484603162368,-0.04657733805853365,8
