event_time,estimate,std.error,conf.low,conf.high
-8,0.07077663582778063,0.024970026307874493,0.02183538426434662,0.11971788739121464
-6,-0.08466782841685136,0.022373505330315457,-0.12851989886426965,-0.04081575796943306
-4,0.11247506567662365,0.023497270389715372,0.06642041571278151,0.15852971564046578
-2,-0.16336920146330786,0.023813131390788923,-0.21004293898925414,-0.11669546393736158
0,0.0308148022706921,0.021509117804508465,-0.011343068626144492,0.07297267316752869
2,-0.05646250931447236,0.026191544412976886,-0.10779793636390705,-0.0051270822650376635
4,0.37656422852071353,0.04468595617865962,0.2889797544105407,0.46414870263088637
6,0.24920077407718252,0.06291980603595441,0.1258779542467119,0.37252359390765316
8,0.29555360221148796,0.12774750352868172,0.04516849529527178,0.5459387091277041
