term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixest::.__event_time_plot__::-8:.__ever_treated__,-0.003803702450530887,0.008347240956005749,-0.4556837966674682,0.6574812699527672,-0.022175855922408685,0.014568451021346913
fixest::.__event_time_plot__::-6:.__ever_treated__,1.1769888612204148e-4,0.010531516379325489,0.011175872674242542,0.9912832462112868,-0.023062012378035388,0.023297410150279467
fixest::.__event_time_plot__::-4:.__ever_treated__,-0.001564219767239283,0.007321460163898621,-0.21364860727540283,0.8347295013027229,-0.017678644938182247,0.01455020540370368
fixest::.__event_time_plot__::0:.__ever_treated__,0.0016238449661664968,0.006967062534520263,0.23307455015951156,0.8199837587815734,-0.013710556281743043,0.016958246214076038
fixest::.__event_time_plot__::2:.__ever_treated__,0.0022319920974335173,0.009940249782510185,0.22454084618282885,0.8264529065231971,-0.019646350161475538,0.024110334356342574
fixest::.__event_time_plot__::4:.__ever_treated__,0.004439975903484978,0.01044143796355319,0.42522647924386725,0.6788710019434595,-0.018541474104313053,0.027421425911283014
fixest::.__event_time_plot__::6:.__ever_treated__,0.004394033235184448,0.01280118312892279,0.3432521190370786,0.7378793089667011,-0.023781180863190067,0.03256924733355896
fixest::.__event_time_plot__::8:.__ever_treated__,0.01985191740420906,0.011345187598349295,1.7498095322017837,0.10795663222563281,-0.005118672138213438,0.044822506946631556
