group,time,estimate,std.error,conf.low,conf.high,term,statistic,p.value
2010,2010,-0.31470000415653876,0.025160722677239004,-0.3640150206039272,-0.2653849877091503,1,-12.507590032031311,6.78516738267324e-36
2010,2012,-0.2471195160907434,0.023614374354462345,-0.2934036898254896,-0.2008353423559972,2,-10.464792011059394,1.2535152157713775e-25
2010,2014,-0.20511160331852626,0.021458581731925188,-0.24717042351309965,-0.16305278312395288,3,-9.558488341909834,1.1948918064988642e-21
2010,2016,-0.1683949771250456,0.021532530986165897,-0.21059873785793073,-0.12619121639216044,4,-7.820491573110243,5.261745476736256e-15
2010,2018,-0.13840461706279042,0.021771981532226127,-0.18107770086595362,-0.09573153325962722,5,-6.35700599221659,2.0572397096686577e-10
2012,2010,0.003611161920932042,0.0025165255147948876,-0.0013212280880659376,0.008543551929930022,6,1.4349792599763782,0.15129300777824584
2012,2012,-0.3259391013326506,0.010647244710393381,-0.3468077009650216,-0.30507050170027955,7,-30.612530302274624,8.337458041844583e-206
2012,2014,-0.2599499013374623,0.009736748860531745,-0.2790339291041045,-0.2408658735708201,8,-26.697813105889832,4.990200999084741e-157
2012,2016,-0.22093886644656852,0.009839609152511362,-0.24022450038549079,-0.20165323250764625,9,-22.45402871415663,1.1688349756329776e-111
2012,2018,-0.18822215089683617,0.009572629824920504,-0.20698450535368035,-0.16945979643999198,10,-19.66253311152134,4.516048909782327e-86
2014,2010,0.012421432135366924,0.017883700640956936,-0.02263062112090867,0.04747348539164251,11,0.6945672142889475,0.4873265646667835
2014,2012,-0.0031536771536901935,0.016225108845038978,-0.03495489048996659,0.028647536182586204,12,-0.19437016933507156,0.845886045892778
2014,2014,-0.23850685809963204,0.01578495179469683,-0.2694453636172378,-0.20756835258202624,13,-15.109761575563484,1.3964409322851677e-51
2014,2016,-0.19228122173498086,0.006686333913190174,-0.2053864362048336,-0.1791760072651281,14,-28.7573465865452,7.330951943295465e-182
2014,2018,-0.1505916018220296,0.01593736667037087,-0.18182884049595652,-0.11935436314810269,15,-9.448963868164881,3.4220117802953275e-21
2016,2010,-3.071485052388032e-4,0.002262846714947331,-0.004742328066535572,0.0041280310560579654,16,-0.13573544474308424,0.8920304261684923
2016,2012,0.005625162774515967,0.0017700891470724884,0.00215578804625389,0.009094537502778045,17,3.1778980080293135,0.0014834692530194564
2016,2014,-0.001869750582273698,0.0011186075006441622,-0.004062221283536256,3.2272011898885986e-4,18,-1.6714983416408185,0.0946232859941676
2016,2016,-0.23214508793442695,0.00485619098652041,-0.24166322226800696,-0.22262695360084694,19,-47.80394522760833,0
2016,2018,-0.18353442082840127,0.00463129397926405,-0.19261175702775882,-0.17445708462904372,20,-39.62918822474888,0
2018,2010,0.0011630577009188465,0.0016763868918192968,-0.0021226606070469754,0.004448776008884668,21,0.6937883531507691,0.48781494770386596
2018,2012,3.7724883005604406e-5,0.0017320852452313124,-0.0033571621976477683,0.0034326119636589767,22,0.021780038314780755,0.982623417527573
2018,2014,-0.0030420540905040814,8.918176927068314e-4,-0.004790016768209471,-0.001294091412798692,23,-3.4110716970313577,6.470807395121432e-4
2018,2016,-0.001345130071344559,0.0010892995508660491,-0.0034801571910420153,7.898970483528971e-4,24,-1.2348578224191056,0.2168834230519358
2018,2018,-0.22670246837151695,0.003708576379336945,-0.23397127807501736,-0.21943365866801653,25,-61.129243457040246,0
