group,time,estimate,std.error,conf.low,conf.high,term,statistic,p.value
2010,2010,0.3186530308083799,0.027846057875250484,0.264074757372889,0.37323130424387085,1,11.44338032463827,2.5380029064626568e-30
2010,2012,0.29085319575716917,0.02488322601846768,0.24208207276097252,0.33962431875336585,2,11.688725390401773,1.4555462551487874e-31
2010,2014,0.2605840362188335,0.025197459604002412,0.2111970153949888,0.30997105704267824,3,10.341678895972587,4.564694185346271e-25
2010,2016,0.19841489220597408,0.027138678340961044,0.14522308265769043,0.2516067017542577,4,7.311147938494184,2.6486971737872786e-13
2010,2018,0.10579725610018535,0.029734543154845257,0.04751755151668865,0.16407696068368205,5,3.5580589064118726,3.736055393312413e-4
2012,2010,-0.03453367665975676,0.00506297511288199,-0.04445710788100546,-0.024610245438508063,6,-6.8208268636144265,9.05179813727549e-12
2012,2012,0.42287577107417657,0.014221422127961389,0.39500178370337224,0.4507497584449809,7,29.73512545153562,2.700446264680795e-194
2012,2014,0.4164474814755535,0.01495641952141269,0.3871328992135846,0.44576206373752236,8,27.844062603308046,1.2710684834246505e-170
2012,2016,0.3676043376687317,0.01653134466505079,0.3352029021252321,0.40000577321223124,9,22.23680802239219,1.5134731609374137e-109
2012,2018,0.2849962887164449,0.018385631813144433,0.2489604503626818,0.321032127070208,10,15.501033177042771,3.4135843702466546e-54
2014,2010,-0.004377419260110893,0.021187112706295152,-0.04590416016444939,0.03714932164422761,11,-0.20660763553734562,0.8363162966336386
2014,2012,-0.023961700549643354,0.02149525713049176,-0.06609240452540721,0.018169003426120496,12,-1.1147436108430107,0.2649603068521815
2014,2014,0.2565788059101112,0.021387664925586594,0.21465898265596145,0.2984986291642609,13,11.996578719688076,3.7028880741249245e-33
2014,2016,0.22176087804151987,0.011750660685288699,0.198729583098354,0.24479217298468572,14,18.872205059852895,1.9307153660512346e-79
2014,2018,0.15495181431729976,0.020601549728293547,0.1145727768498444,0.19533085178475512,15,7.521366904961213,5.420649166982844e-14
2016,2010,-0.02420873997210378,0.003258807975727065,-0.030596003604528826,-0.017821476339678732,16,-7.428710176365216,1.096617273208371e-13
2016,2012,0.0035444669759521277,0.004084294952920523,-0.004460751131772097,0.011549685083676353,17,0.8678283563770571,0.3854883041398573
2016,2014,-0.01821085770891638,0.002585494947682695,-0.023278427806374465,-0.013143287611458297,18,-7.043470622612606,1.8750954958008893e-12
2016,2016,0.3297379932513811,0.0094651317462989,0.31118633502863524,0.34828965147412694,19,34.83712663379639,6.670143485763235e-266
2016,2018,0.2622095152997259,0.010209219699150332,0.24219944468939125,0.2822195859100606,20,25.683600022982016,1.7825218755902764e-145
2018,2010,-0.01647068612144072,0.0027434273113223504,-0.021847803651632528,-0.011093568591248913,21,-6.003689637944786,1.928832413855704e-9
2018,2012,-0.008449882024569194,0.0034897607957408796,-0.015289813184221318,-0.0016099508649170709,22,-2.421335592652068,0.015463594138733404
2018,2014,-0.017438643927366923,0.002080495359627784,-0.02151641483223738,-0.013360873022496465,23,-8.381967230384415,5.205032783503167e-17
2018,2016,0.02298055408965821,0.0033845961598473443,0.016346745616357416,0.029614362562959008,24,6.7897477289268995,1.1232979113541021e-11
2018,2018,0.19920966333321619,0.007886269419180582,0.18375257527162225,0.21466675139481012,25,25.26031672830104,8.724283962842166e-141
