term,estimate,std.error,conf.low,conf.high,event_time
0,0.04082665058408292,0.003635079293223357,0.03370189516936514,0.0479514059988007,0
2,0.03726767812664401,0.003953638588777117,0.029518546492640865,0.04501680976064716,2
4,0.04169793178525012,0.004345868307399939,0.03318002990274624,0.050215833667754006,4
6,0.04357871501221584,0.005835416336884552,0.03214129899192212,0.05501613103250957,6
8,0.03702484718602397,0.009250712128138099,0.018893451414873294,0.05515624295717464,8
