estimate,std_error,t_value,p_value,term
0.0161944365893529,0.00966935624276585,1.67482055503631,0.169280625163254,dist_treatment::-8
-0.00399582216011836,0.00333457913130633,-1.19829879657197,0.2969434695806,dist_treatment::-6
0.0242236210878055,0.00642402340744682,3.77078655406596,0.0195911392035006,dist_treatment::-4
0.0267823146988984,0.00458577487705293,5.84030298410771,0.00428508521866091,dist_treatment::0
0.00191844453693527,0.00248557768117098,0.771830448699341,0.483281980679566,dist_treatment::2
0.0159881144903959,0.00358555040149771,4.45904050985242,0.0111685551000895,dist_treatment::4
