"outcome","outcome_label","term","estimate","se","t","p","ci_lower","ci_upper"
"norm_2006_voters","Total electorate","D_str_minus4",0.00185094287499244,0.00126515069722369,1.46302166141491,0.143517956356215,-0.000628752491566004,0.00433063824155088
"norm_2006_voters","Total electorate","D_hyb_minus4",-0.000385201928103904,0.00122465371614136,-0.314539467791434,0.753123143235017,-0.00278552321174096,0.00201511935553315
"norm_2006_voters","Total electorate","strict_minus_hybrid_minus4",0.00223614480309634,0.00134731345733189,1.65970642609377,0.0969937659181948,-0.000404589573274155,0.00487687917946683
"norm_2006_voters_low_ed","Low-education voters","D_str_minus4",0.00399559044846006,0.000891683160104144,4.48095313137168,7.58000552539491e-06,0.00224789145465594,0.00574328944226418
"norm_2006_voters_low_ed","Low-education voters","D_hyb_minus4",0.00326950306889372,0.000818138095837316,3.99627286093746,6.51794990876151e-05,0.00166595240105258,0.00487305373673486
"norm_2006_voters_low_ed","Low-education voters","strict_minus_hybrid_minus4",0.000726087379566343,0.000874178702778874,0.830593764476562,0.406215958377665,-0.000987302877880251,0.00243947763701294
"norm_2006_voters_high_ed","High-education voters","D_str_minus4",-0.00213331828583278,0.00057838985253646,-3.68837433173726,0.000227845431979659,-0.00326696239680424,-0.000999674174861316
"norm_2006_voters_high_ed","High-education voters","D_hyb_minus4",-0.0035895182531452,0.000577069317044878,-6.22025491066967,5.32553896284141e-10,-0.00472057411455316,-0.00245846239173724
"norm_2006_voters_high_ed","High-education voters","strict_minus_hybrid_minus4",0.00145619996731242,0.000629605115856621,2.31287823214581,0.0207423693729323,0.000222173940233442,0.0026902259943914
