term,estimate,std.error,conf.low,conf.high,event_time
0,0.028347190586888317,0.0067450338491824476,0.01512692424249072,0.04156745693128591,0
2,0.020709368954563753,0.006744662486574438,0.007489830480877854,0.03392890742824965,2
4,0.027784043396316405,0.006613846050420216,0.014820905137492782,0.040747181655140026,4
6,0.01428780682626258,0.00871737393064884,-0.0027982460778091453,0.031373859730334304,6
8,0.004312091376214104,0.012701575792342622,-0.02058299717677743,0.029207179929205643,8
