term,estimate,std.error,conf.low,conf.high,event_time
0,0.08619648239454021,8.707954281142442e-4,0.0844897233554363,0.08790324143364413,0
2,0.07618849708377105,0.0012183160998999703,0.07380059752796711,0.078576396639575,2
4,0.062433769555072564,0.001709739560200464,0.059082680017079656,0.06578485909306547,4
6,0.06114536161133694,0.0022076801362957586,0.056818308544197255,0.06547241467847663,6
8,0.05843089448982915,0.006106077608886245,0.04646298237641211,0.07039880660324618,8
