term,estimate,std.error,conf.low,conf.high
2008,-0.03907725411947551,0.19550224981886738,-0.42226166376445556,0.3441071555255046
2010,-0.0730657980853278,0.013048341615443628,-0.09864054765159731,-0.04749104851905829
2012,-0.06907322457974356,0.006758774347836861,-0.08232042230150381,-0.05582602685798331
2014,-0.08640522257390719,0.012113151438298539,-0.11014699939297232,-0.06266344575484206
2016,-0.08375076211942437,0.0026055097148540646,-0.08885756116053833,-0.0786439630783104
2018,-0.10993367475201944,0.0019442935340304728,-0.11374449007871917,-0.10612285942531971
