id_municipio,pc1_score,pc1_score_z,preference_simple_mean,pt_share_mean_runoff,left_share_dep_fed_mean,left_share_dep_est_mean
1100015,-0.5327088060677211,-0.8908746905118113,-0.5280544645392121,0.5001571144124196,0.25053612180628887,0.1136287373919345
1100023,-0.5863895924521468,-0.9806476648121019,-0.5636741147635977,0.4490332996901527,0.18980619323339934,0.2166318188866161
1100031,-0.37423152858273184,-0.6258454776952203,-0.35353467640010683,0.48574042440654663,0.20834059732361668,0.2707557788677334
1100049,-0.6476418156085858,-1.083082718871854,-0.6163225970784838,0.42356180424980155,0.21119261638762996,0.1898777578706677
1100056,-1.0766901962315056,-1.8006010683872673,-1.049993827157987,0.33565995329381115,0.12340127310390886,0.14290080419482337
1100064,-0.33266373880537664,-0.5563296532309749,-0.30505755023428593,0.49085374582375757,0.21204847382884953,0.28686472948444036
1100072,-0.4721541742930582,-0.7896062522452747,-0.4519136979581092,0.4720209809944207,0.19025753962090644,0.2508605592847486
1100080,-0.4558803356042211,-0.7623907250375006,-0.4652284899400612,0.5789850538886429,0.1603785860840404,0.15634426642883978
1100098,-0.3324018008324568,-0.5558916016953137,-0.3000396860656887,0.4268523314764628,0.401237023757086,0.16078187459888654
1100106,0.13688933353211408,0.22892665046217986,0.18969379870727157,0.5646356156758444,0.3772091761044451,0.2939873129735056
1100114,-0.7884466736428419,-1.3185574902573318,-0.7676496271144004,0.3864628852428987,0.15931655144909,0.20638141079636743
1100122,0.5049585899289286,0.8444666624621687,0.5826801517231186,0.4635376865235849,0.604340973297782,0.39303599943975476
1100130,-0.49618619318417706,-0.8297961592791708,-0.48092235545191503,0.4598883733597731,0.26601054128964613,0.17187329793505604
1100148,-0.6335247732273148,-1.0594741064008257,-0.5984507153507695,0.4250293439878481,0.23114175254868788,0.17604369897844843
1100155,-0.4618939304928417,-0.7724475505005703,-0.41126858092086416,0.4328773678670163,0.257839820070596,0.23876557441976773
1100189,-0.41755599527528686,-0.6982990778923467,-0.36444500519278544,0.41642640869248354,0.3022964199025186,0.24066590660908527
1100205,0.4262949535988059,0.712913660386917,0.45884040208307675,0.5793603797471759,0.469601547107031,0.3386252379278756
1100254,-0.23629323807087904,-0.3951646057633729,-0.21413253429283335,0.48889456661810765,0.3352070560059992,0.2108698839705324
1100262,-0.4559824989150192,-0.7625615776812944,-0.4447602560490178,0.47071400632120275,0.19880111107780787,0.2528152929041634
1100288,-0.633524609220474,-1.059473832124257,-0.6298256826303473,0.49185543831445755,0.18088726537226207,0.14373189059880012
1100296,-0.33006068048940446,-0.5519764329627688,-0.2999834879894061,0.4871969957683447,0.2795469037373861,0.2242316788055012
1100304,-0.6214971394935376,-1.0393597130247079,-0.6017883897364161,0.4322370604672081,0.1303892827277109,0.2773206534189698
1100320,-0.3975637175954618,-0.664865025389794,-0.3648641131316039,0.4692441304858945,0.2405831258777984,0.24559592798189642
1100338,-0.5215201465424131,-0.8721633542652247,-0.44777931301390544,0.4272155631777304,0.20514269533612003,0.2797586071108746
1100346,0.025577870190848874,0.042775108897537314,0.08437058651430898,0.5054356765555981,0.25572090279714965,0.4373741556521507
1100379,-0.23851978135858481,-0.39888816174696573,-0.20886138651541897,0.4798146304288436,0.3703305460176745,0.18956285729630373
1100403,-0.29126777847156177,-0.48710118745235914,-0.27419420215568,0.5270068876980912,0.2743068700600168,0.2014851362189798
1100452,-0.3483204019080728,-0.5825130478683239,-0.29589669386497036,0.42713208222274074,0.2605735839228134,0.311757345072548
1100502,-0.13613970724152333,-0.22767301417529484,-0.12501518771281006,0.5765750633729829,0.2831988210032231,0.21665494288413698
1100601,-0.7000549450035722,-1.1707357291030722,-0.6879702504646044,0.44225233157511484,0.18704208081843512,0.15947117619500145
1100700,-0.1550810020200765,-0.2593494571616557,-0.1234707806523588,0.4791574847425142,0.3593467073703272,0.25096793484174496
1100809,0.6814404696638473,1.1396058420645447,0.7033522341454913,0.6542933916217689,0.48402028276678183,0.3761558930386752
1100908,0.2915236113642939,0.48752902916726887,0.33909722161685635,0.5999049779534554,0.33441809649367044,0.3895998851623579
1100924,-0.3199270482345463,-0.5350294698264778,-0.30536009009701626,0.48108255894372487,0.24873548734119166,0.26408730841129363
1100940,-0.33870839363952204,-0.5664384217425573,-0.2839289140026865,0.41184529456103564,0.31769321184951965,0.28017227943445355
1101005,-0.4476018745786501,-0.7485462544373054,-0.4065551146207653,0.41281860650982566,0.32375232129228176,0.2026961592284027
1101104,0.33576006161500205,0.5615077835590836,0.3473087419882769,0.6090743553726027,0.44733515015819475,0.2715579032141915
1101203,-0.2796582271510738,-0.4676859735084284,-0.25664880161545495,0.48928316509645864,0.3075469881241872,0.2166384350443362
1101302,-0.28654504870675296,-0.47920313814348375,-0.2591612770582007,0.47433496431939354,0.326609372839105,0.21125373731545002
1101401,-0.577356109008421,-0.9655405337200176,-0.5556426029995083,0.44866806563477296,0.2088260923955744,0.20276618664385712
1101435,0.15410804152454022,0.25772232828661557,0.19035912218183595,0.5193550850220315,0.3743608950254862,0.35922332208973334
1101450,-0.45334774951534823,-0.7581553588816945,-0.46063285989701264,0.5317654206793893,0.26878126881873715,0.10183117976308666
1101468,-0.6759045038483484,-1.1303477787917184,-0.6760978051954327,0.47606070490143143,0.09757466352216955,0.22379159542451757
1101476,-0.71043204473084,-1.188089854664054,-0.7044472369781657,0.44360450424394254,0.2433352703835767,0.09108631328891513
1101484,-0.7329244007739026,-1.2257049090812275,-0.7083904570587212,0.402545670090283,0.22042821022050563,0.15504346271254665
1101492,-0.6500627048180992,-1.087131288936255,-0.6422240240372632,0.4741464571427465,0.20520196903317456,0.1309546093247933
1101500,-0.41276616798237514,-0.6902888181433549,-0.39862401140800535,0.5115903937224561,0.21491887741819093,0.20838109416642359
1101559,-0.027219138898252542,-0.04551988190504216,0.02366145543841733,0.43067142998820646,0.4474474790426748,0.290580788595511
1101609,-0.44233620293376885,-0.7397402171735361,-0.4082431444221778,0.4176469240116063,0.2820553284673959,0.2399594959787179
1101708,-0.37235187993965396,-0.622702050396667,-0.34410250517643515,0.4534263266132203,0.28901595325987445,0.2290191734255365
1101757,-0.3723082698589327,-0.6226291191503216,-0.33930591075774413,0.41336383048469977,0.3047873074107604,0.2623536844372063
1101807,-0.347434120978408,-0.5810308774218657,-0.3212707490043779,0.46943020533845886,0.3146632645380295,0.19553462428032764
1200013,-0.3288452149453202,-0.5499437511709905,-0.23537660303728491,0.3479955273490392,0.3193696265418537,0.3711259142262037
1200054,0.6546653452909599,1.0948285071164174,0.7580067851261485,0.46729330882282144,0.523207662468303,0.5722354863794319
1200104,0.15490904284245383,0.2590618815154487,0.2583234158208771,0.4021502272166683,0.44698445353195826,0.4489952037593581
1200138,-0.0364165203304056,-0.060901107526919344,0.05046812946144652,0.3536202333344353,0.4389736708722891,0.399804675994831
1200179,-0.2400920538377411,-0.401517549026309,-0.13547601521864155,0.2981839669764821,0.42411568735539046,0.37093524884805334
1200203,-0.3978038807308597,-0.6652666618119498,-0.3408920299553327,0.3853478528599163,0.29174584408268184,0.3028262003542284
1200252,0.05042301260739133,0.08432484171394085,0.1430464966191557,0.4002621615584238,0.4286680377816216,0.4072032485958779
1200302,0.6185247458589,1.0343888354473618,0.6985554056856623,0.6238466799870692,0.3402829253032987,0.5505335680729944
1200328,1.0424486629757752,1.7433372968963736,1.1488379761903231,0.585142309740359,0.5554183612871207,0.6194591836137097
1200336,0.12803624214061177,0.21412119772019017,0.18079668667500462,0.5026975545505366,0.3764682376159436,0.37537805558954646
1200344,0.12768930892360694,0.2135410045286998,0.2133026925159822,0.43035819111005097,0.3763877149503699,0.4690297517712912
1200351,0.2824492458260821,0.4723535289721064,0.3794113711203105,0.43483469653318485,0.4140620664736823,0.5131032021599684
1200385,-0.0721531938191257,-0.12066527431288739,0.01672964682210682,0.3611188567751699,0.42560362520434114,0.3867174572624208
1200393,0.41267731370503,0.6901402228396378,0.5000436402909189,0.49572076630341516,0.4503357264725778,0.46947932542798904
1200401,-0.04795924427503144,-0.08020456281938652,0.042900284946913246,0.3731014136016951,0.43318463764808673,0.37761807561755045
1200427,0.15169142056343096,0.2536808962203717,0.20514053793555842,0.4572333879481663,0.4724171450978232,0.3397673412372453
1200435,0.7977542663910245,1.3341230275912372,0.9394652656034318,0.4579028640110267,0.5790233923834979,0.6243361272586344
1200450,-0.32737577693295256,-0.5474863389420515,-0.24572786994799334,0.3489172667798543,0.3038912841979287,0.38106714470227615
1200500,-0.3979566031216616,-0.6655220668495428,-0.3310857357249691,0.3812134135085481,0.28469608152946707,0.32094191760674323
1200609,0.7278199780146865,1.2171685361246298,0.8229497797945439,0.5315927878509235,0.5146509999902336,0.544033545112311
1200708,0.6772969390649176,1.132676415522498,0.7864020130658336,0.44827247697019623,0.5237474641225937,0.6094963056686336
1200807,-0.48010406879359585,-0.8029012451609121,-0.39303668784526363,0.3216967107759522,0.32051943607442546,0.3151220805036366
1300029,0.08286879607814028,0.1385854940228162,-0.015195145610042328,0.8614036814267466,0.08222324429268822,0.17871920609389372
1300060,0.2665053617908358,0.44568980088338667,0.2156223931141298,0.8334193782445105,0.14427571166703923,0.2674005236089198
1300086,0.22705670860487173,0.37971791099184654,0.17219347316307976,0.7998383694071851,0.19202738082582513,0.23737875053070465
1300102,0.01264450964452249,0.021146024784890884,-0.040343254989870604,0.7707917570474607,0.11070123837820306,0.23045673163938465
1300144,-0.01740925774378244,-0.029114343385870007,-0.07469781935955035,0.6934598962728731,0.2858097730241101,0.12394938790023458
1300201,-0.3946446409414975,-0.6599833123768687,-0.439158414503694,0.6713755985167479,0.09439236560698566,0.14374671721058108
1300300,0.034985769499901696,0.05850839374256622,-0.05661521644093462,0.8668216436490769,0.08038835382824187,0.15165959941104282
1300409,-0.4099441570401116,-0.6855694328128065,-0.4772572635930262,0.69136959832018,0.08389617146876545,0.10682129099724214
1300508,0.3153693490213544,0.527407409087572,0.23569731076694145,0.8994722184004668,0.20741255104419296,0.14026939993283166
1300607,0.3338267785053656,0.5582746607491142,0.2606563601354128,0.8956447777973023,0.16179250139487925,0.20607060044008207
1300631,0.0589911706313269,0.0986537866100752,0.005732049597823422,0.8014704037810535,0.09255314841596131,0.246936578756485
1300680,0.3531666260568556,0.5906176228059288,0.29045528668026566,0.8841827748053602,0.08278449372803483,0.3191618857981035
1300706,-0.2816377161707734,-0.47099636869564854,-0.28207132626200704,0.6096509858497695,0.19915318971083162,0.18738552538980935
1300805,0.031801305928584246,0.05318286135746252,-0.07474908941783226,0.8864643787845212,0.07517656583959305,0.12816155735705811
1300839,0.12726084880597438,0.21282446995982313,0.04000839185848916,0.9054407751969132,0.05505796071249743,0.18754036287368134
1300904,-0.38026008675020645,-0.6359273269729261,-0.4452538897695647,0.7626508494000995,0.024279910748139465,0.11536085638769045
1301001,-0.08233451525531642,-0.13769199037268273,-0.1666712819766791,0.8137520939576502,0.11333847224601033,0.11961130866313381
1301100,0.2837428714105318,0.4745169215780816,0.20217267606120384,0.8794682885039992,0.1624887568205731,0.19431338296490117
1301159,0.13953812579699543,0.23335635382418188,0.05237762744484585,0.8757054414572024,0.09339400553022958,0.18642274175778228
1301209,-0.1937463998339602,-0.32401147122751806,-0.2818467935451109,0.8099204243189807,0.0853927616852011,0.08102944738547864
1301308,0.070669091633203,0.11818333847756429,-0.001113178241998457,0.8247203108205495,0.13122797283584928,0.17778232771692734
1301407,-0.022188934852197955,-0.03710762849061211,-0.10292004627439985,0.8574921747133609,0.08062519990004269,0.1307575039386675
1301506,-0.4240024090139258,-0.7090797272431872,-0.5023288107985606,0.7486864215279097,0.05105519649847475,0.07185417905337549
1301605,0.2655118694728594,0.4440283356490564,0.17064617579091343,0.8211774922435692,0.19723675995045342,0.21202717158041684
1301654,-0.18536806562684346,-0.3099999778773954,-0.202304463824979,0.6544205097487114,0.19371466861497885,0.18570387391875673
1301704,-0.002398850690065198,-0.0040117139828623905,-0.07320926904777483,0.7750590193004716,0.1282652482519654,0.19445622631118895
1301803,-0.5060151459995761,-0.8462335922589451,-0.5719360495345722,0.7126277197168801,0.0690727274482369,0.056505836486611206
1301852,0.36976809522171056,0.6183810622982382,0.3171067950057965,0.8754271495327154,0.14908024041766002,0.26876098886048083
1301902,0.2624626740254534,0.438929018687188,0.21288244579970972,0.8140881621566377,0.20021543085147128,0.22991585325774896
1301951,-0.3473686992906759,-0.5809214695706207,-0.4374677799748997,0.7927808185155728,0.04064234023328143,0.06250470141378427
1302009,-0.022101237640751392,-0.03696096820413606,-0.09511983200746052,0.8373866897467585,0.07542721580082708,0.16538883163996296
1302108,0.6081494588459682,1.0170377413762008,0.550381833454277,0.796552578131978,0.37833243254086063,0.25551350772453835
1302207,-0.7314101053557529,-1.2231724796439412,-0.771023852464637,0.5989489717845032,0.03390180417418792,0.10784049196920055
1302306,0.40850295245878937,0.6831592367155669,0.362802582925272,0.7826726262972677,0.29350211489494576,0.25561953336595994
1302405,0.3999302110244677,0.6688226267606562,0.3506455712808825,0.8489805154171636,0.1854566542754709,0.28289331212473795
1302504,0.3062293727806449,0.5121221849426341,0.2736936399703905,0.8167247377706827,0.1650907713648894,0.2918222918437861
1302553,0.18785983927328223,0.31416709141261745,0.08882977527240826,0.9159841320357868,0.12197847791546308,0.13334533561775633
1302603,0.20423012037878713,0.3415439039363512,0.170458224208967,0.7428349484259821,0.24988683697079003,0.22693605072534376
1302702,-0.26820698732387527,-0.44853551152838905,-0.33686703792829115,0.7549856752049728,0.10728316504608737,0.09299374394166136
1302801,0.13002523925889725,0.21744749376035025,0.0378309052271284,0.8658863312979354,0.1398834301630361,0.1487535113535541
1302900,0.057663649628014846,0.09643370905644226,-0.055440715524977424,0.8891846200045895,0.11526894887529184,0.09414186037873835
1303007,0.10155087304100774,0.16982843452396607,0.026657098692256805,0.8134962732655318,0.15532451889243226,0.17899978826397
1303106,0.18161856333051893,0.3037295039153287,0.1197099885539479,0.8685248253199673,0.09330807672798279,0.22818999952932498
1303205,0.021196459214511187,0.03544786349988251,-0.037044110418827325,0.7876976098816232,0.10523309412339804,0.2182602985609143
1303304,0.018170514428964397,0.030387429743908283,-0.08282587968813997,0.8585850946207486,0.114440540443151,0.11500681347868451
1303403,0.5729577409874742,0.9581849302368647,0.5373098871847807,0.8271606909806103,0.3802255695408136,0.19903173411248876
1303502,-0.21393567468439317,-0.357774971622424,-0.2856018141391934,0.7772463814697909,0.11622515014543389,0.08587249674379993
1303536,0.4166777304837836,0.6968303132212811,0.3521337038378343,0.8344974933675721,0.3519966004336941,0.1257469969353808
1303569,0.1917399170043068,0.32065593298688055,0.13369883864109444,0.8147382043488415,0.19461385980149828,0.19041624582726724
1303601,-0.3584300042591777,-0.5994198246348283,-0.39967073525758323,0.6642493388643153,0.13130085944746744,0.13636509200946348
1303700,-0.03016556223781403,-0.05044732810238346,-0.07317113095683697,0.7324698922486723,0.15691957295213468,0.2109592356442824
1303809,0.2949219609759376,0.4932122535180583,0.23496625024093415,0.8325990376297497,0.22933892461260266,0.19062681343751461
1303908,0.5286665839741107,0.8841146870810305,0.4863730769644167,0.8197021913823148,0.19232147128137292,0.38950672742103887
1303957,-0.024695943297952553,-0.04130021991726519,-0.07156440768477204,0.7561499632204898,0.1557318572721633,0.18374944271196467
1304005,0.5708112665660331,0.9545952772893035,0.5126303183125435,0.8954690972634766,0.27399678353713,0.22525295189537897
1304062,0.1782523986622223,0.2981001040012989,0.12355199281181857,0.8123370364352156,0.1505514600856504,0.2339590859393619
1304104,-0.07974920547440889,-0.1333684518377287,-0.1543183814926052,0.7913373791473978,0.08756658203257794,0.17815179168120818
1304203,0.15666460332473453,0.26199779018358466,0.07924060892553923,0.8542727314307438,0.15130735535933867,0.1625389886177622
1304237,-0.3488315353266328,-0.5833678409952316,-0.42751077502959484,0.7434176442077426,0.04169857536289509,0.1264739901834948
1304260,-0.2241702100156711,-0.3748906798516312,-0.32966037475378573,0.8502779740943068,0.0280788402302164,0.07426752241525315
