label,bytes_processed,destination,cached
dep_fed_2006,104830992,data/interim/rho_estimation_pca_multirace/resultados_candidato_dep_fed_2006.parquet,True
dep_fed_2010,104880985,data/interim/rho_estimation_pca_multirace/resultados_candidato_dep_fed_2010.parquet,True
dep_fed_2014,474612060,data/interim/rho_estimation_pca_multirace/resultados_candidato_dep_fed_2014.parquet,True
dep_est_2006,104830992,data/interim/rho_estimation_pca_multirace/resultados_candidato_dep_est_2006.parquet,True
dep_est_2010,104880985,data/interim/rho_estimation_pca_multirace/resultados_candidato_dep_est_2010.parquet,True
dep_est_2014,474612060,data/interim/rho_estimation_pca_multirace/resultados_candidato_dep_est_2014.parquet,True
