group,time,estimate,std.error,conf.low,conf.high
2008,2002,0.27573259745388057,0.24074297343525708,-0.19612363047922332,0.7475888253869845
2008,2004,-0.10464359827933271,0.11258999414415456,-0.3253199868018756,0.11603279024321021
2008,2006,0.1427140421081135,0.02651535628449168,0.09074394379050982,0.1946841404257172
2008,2008,-0.24096562765206253,0.02203670339069353,-0.28415756629782185,-0.1977736890063032
2008,2010,-0.08114585398767085,0.011562911890057249,-0.10380916129218307,-0.058482546683158644
2008,2012,-0.1106871890007251,0.07743609072321615,-0.2624619268182288,0.04108754881677856
2008,2014,-0.1363189565331998,0.060832744498387666,-0.2555511357500396,-0.01708677731635999
2008,2016,-0.03789888920169498,0.08519333341360036,-0.2048778226923517,0.12908004428896172
2008,2018,-0.046126273654859606,0.1193248748208836,-0.2800030283037914,0.18775048099407224
2008,2020,0.08060154207629576,0.04130957594541336,-3.6522677671442516e-4,0.16156831092930596
2008,2022,-0.043849959503543305,0.04322670127971223,-0.12857429401177928,0.040874375004692674
2010,2002,0.13447096776873946,0.06738965346762328,0.0023872469721978318,0.2665546885652811
2010,2004,-0.07059523668591476,0.07477987154660505,-0.21716378491726068,0.07597331154543115
2010,2006,0.03591040232492977,0.07237109253631749,-0.1059369390462525,0.17775774369611202
2010,2008,-0.051434232249186494,0.040311493926904474,-0.13044476034591926,0.027576295847546277
2010,2010,-0.08575269317070328,0.06924321930295492,-0.2214694030044949,0.04996401666308836
2010,2012,-0.023533377938406236,0.07108875432591949,-0.16286733641720844,0.11580058054039596
2010,2014,-0.01718163758094777,0.05979027620517412,-0.13437057894308904,0.10000730378119349
2010,2016,0.08904791227183566,0.051486500242287944,-0.011865628203048706,0.18996145274672002
2010,2018,0.025861419142226758,0.06412939059063538,-0.0998321864154186,0.15155502469987212
2010,2020,0.08469284661374989,0.046539278625750254,-0.0065241394927206126,0.17590983272022037
2010,2022,0.021979260289577446,0.044170822736180344,-0.06459555227333602,0.10855407285249091
2012,2002,0.0896591684369865,0.031581367472190765,0.027759688191492604,0.1515586486824804
2012,2004,-0.04537092960964652,0.030485436493705838,-0.10512238513730995,0.014380525918016925
2012,2006,0.004530711506059254,0.03056620348366216,-0.055379047321918576,0.06444047033403709
2012,2008,0.038177553015604486,0.02097450386942063,-0.00293247456845995,0.07928758059966892
2012,2010,-0.11899004769481335,0.030940562229339268,-0.17963354966431833,-0.05834654572530838
2012,2012,-0.04184485323489188,0.04545207181397708,-0.13093091399028695,0.047241207520503196
2012,2014,-0.06490793076188768,0.0414026738900767,-0.146057171586438,0.016241310062662648
2012,2016,0.03839061658317467,0.034053118926628684,-0.028353496513017544,0.10513472967936688
2012,2018,0.0021451632615850673,0.03723414990119155,-0.07083377054475037,0.0751240970679205
2012,2020,0.06849145292594791,0.03444132379738573,9.86458283071881e-4,0.13599644756882395
2012,2022,0.05464669737912742,0.033059086446681804,-0.010149112056368911,0.11944250681462375
2014,2002,0.07994999907677157,0.02561031758212282,0.029753776615810842,0.1301462215377323
2014,2004,0.0174216506180937,0.023905251844384735,-0.02943264299690038,0.06427594423308779
2014,2006,-0.02488293597363999,0.02533405858671549,-0.07453769080360234,0.024771818856322368
2014,2008,0.0026980000605391417,0.015921817395966764,-0.028508762035555715,0.033904762156633995
2014,2010,-0.002055499234794424,0.018097927729482623,-0.03752743758458036,0.033416439114991515
2014,2012,0.03304787482160154,0.020278034607816773,-0.006697073009719334,0.07279282265292242
2014,2014,0.00599415867241132,0.020168298125778902,-0.03353570565411533,0.04552402299893797
2014,2016,-0.005938451648615194,0.01986250320072857,-0.044868957922043186,0.0329920546248128
2014,2018,4.1937444398670653e-4,0.020763014314374724,-0.04027613361218775,0.04111488250016117
2014,2020,0.004673107462917142,0.019693200112039004,-0.0339255647566793,0.04327177968251359
2014,2022,-0.014749683841600397,0.019945453283804142,-0.05384277227785651,0.024343404594655723
2016,2002,0.08911137670397856,0.018087462338675215,0.053659950520175144,0.12456280288778199
2016,2004,0.025983542216861277,0.01711828308725581,-0.007568292634160111,0.059535377067882665
2016,2006,-0.04206264763462455,0.01707293829614788,-0.0755256066950744,-0.008599688574174702
2016,2008,-0.022910594467429147,0.014586156138716246,-0.05149946049931299,0.005678271564454697
2016,2010,-0.0027033939188712964,0.01616677042431195,-0.03439026395052272,0.028983476112780127
2016,2012,0.017459841158513307,0.015347549579796334,-0.012621356017887508,0.04754103833491412
2016,2014,0.018568870868766837,0.01611243554386816,-0.013011502797214754,0.05014924453474843
2016,2016,0.022993594227731704,0.012071082142024805,-6.657267706369138e-4,0.04665291522610032
2016,2018,0.027890873431183155,0.012514844576814942,0.003361778060625868,0.05241996880174044
2016,2020,0.03652757611530283,0.012628800797371822,0.011775126552454059,0.0612800256781516
2016,2022,0.02175116558119615,0.013133339572210521,-0.003990179980336472,0.047492511142728774
2018,2002,0.06605938278939961,0.016087528991227538,0.034527825966593644,0.09759093961220558
2018,2004,0.006707505961822497,0.01625065097952469,-0.02514376995804589,0.03855878188169089
2018,2006,-0.015343330006061697,0.015085385782936769,-0.044910686140617766,0.01422402612849437
2018,2008,-0.008488638770888651,0.011555470453215875,-0.031137360859191766,0.014160083317414463
2018,2010,-0.009284221304999698,0.01273915770543703,-0.03425297040765628,0.015684527797656878
2018,2012,0.009722687270348808,0.013577765876578093,-0.016889733847744254,0.036335108388441874
2018,2014,0.019113188516936244,0.01417453469855729,-0.008668899492236044,0.04689527652610853
2018,2016,0.03928053817735484,0.01273035603429457,0.014329040350137486,0.0642320360045722
2018,2018,0.00984143953253376,0.011450464202566376,-0.012601470304496334,0.032284349369563856
2018,2020,-0.0030085136654600486,0.012179256791482443,-0.026879856976765638,0.02086282964584554
2018,2022,-0.01620340410782048,0.012667099203332248,-0.041030918546351686,0.008624110330710727
