term,estimate,std.error,conf.low,conf.high
2008,-0.24096562765206253,0.02198255235416635,-0.2840514302662286,-0.19787982503789647
2010,-0.08552235121155166,0.0708273996946783,-0.22434405461312112,0.0532993521900178
2012,-0.03903536637381073,0.03821522576155849,-0.11393720886646536,0.03586647611884391
2014,-0.018445023765149653,0.017219487385702635,-0.05219521904112681,0.015305171510827508
2016,0.018984795209040017,0.010583126800700213,-0.0017581333203324015,0.039727723738412435
2018,0.01292245412840288,0.007962254352168378,-0.00268356440184714,0.028528472658652902
2020,0.017274325122031583,0.008642338046785868,3.353425503312829e-4,0.03421330769373188
2022,0.0014172736678343156,0.008783645757712781,-0.015798672017282734,0.018633219352951366
