term,estimate,std.error,conf.low,conf.high,event_time
0,0.015317995107042586,0.014794754298071757,-0.013679723317178058,0.04431571353126323,0
2,0.02592383279110588,0.014498672729520802,-0.002493565758754892,0.05434123134096665,2
4,0.024939455708140875,0.014422501462288915,-0.003328647157945397,0.05320755857422715,4
6,0.002738559975936713,0.020768872244469955,-0.037968429623224394,0.043445549575097824,6
8,0.004465420003908581,0.0332380489400563,-0.06068115591860178,0.06961199592641894,8
