estimate,std.error,statistic,p.value,term,event_time,conf.low,conf.high
-0.12440136088049947,0.07516248862428135,-1.6550990149135567,0.0979770025295614,.__time_id__::-20,-20,-0.2717198385840909,0.02291711682309197
-0.09600583815627031,0.04117977721072568,-2.331383136557248,0.019778892530045673,.__time_id__::-16,-16,-0.17671820148929263,-0.015293474823247985
-0.05667736955785189,0.03850023665732334,-1.472130419932652,0.14105845641123732,.__time_id__::-12,-12,-0.13213783340620563,0.018783094290501866
-0.018183947280804864,0.008180573483127217,-2.2228206027743695,0.026279429131379095,.__time_id__::-8,-8,-0.03421787130773421,-0.0021500232538755187
-0.004388181204802117,0.002446823032354551,-1.7934199354742126,0.0729756737099855,.__time_id__::0,0,-0.009183954348217036,4.075919386128035e-4
-7.748485630912759e-4,0.00901377531860894,-0.0859627110398016,0.9315000406751701,.__time_id__::4,4,-0.018441848187564797,0.016892151061382244
