term,estimate,std.error,conf.low,conf.high,event_time
0,0.045829552086844874,0.024161201631043853,-0.0015264031100010733,0.09318550728369082,0
2,-0.011891245408901178,0.023130653000986323,-0.05722732529083437,0.033444834473032016,2
4,0.10196471402962962,0.02101346777627288,0.06077831718813477,0.14315111087112448,4
6,0.04191460336190321,0.027921824776090873,-0.012812173199234902,0.09664137992304132,6
8,-0.1152566927268423,0.040534353798485086,-0.19470402617187307,-0.03580935928181153,8
