subgroup,outcome,outcome_scale,outcome_sd_used_for_zscore,coefficient,std_error_cluster_municipality,p_value,n_observations,n_municipalities,n_treated_municipalities,n_control_municipalities,years,estimation_note
full_sample,pct_vereador_R,z_score,0.15823163198921908,0.014822175706160625,0.046139235755350255,0.7480551109030734,4036,2018,779,1239,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
full_sample,pct_vereador_L,z_score,0.08392557611748992,0.24655086540809124,0.04022572510115656,1.0595304152010992e-09,4036,2018,779,1239,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
full_sample,pct_vereador_C,z_score,0.15802154645858005,-0.14578556525704522,0.04664415852755863,0.0018004061254868827,4036,2018,779,1239,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_vereador_R,z_score,0.16564584127030305,0.07228851964773,0.06449296469715356,0.2626082516860279,2018,1009,488,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_vereador_L,z_score,0.08876734292013076,0.11739595328523042,0.05836216862245359,0.04453762424184818,2018,1009,488,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_vereador_C,z_score,0.16651269248900963,-0.13449557003239826,0.06478420887823386,0.038141888893730935,2018,1009,488,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_vereador_R,z_score,0.14995095296597805,-0.06724262981091805,0.06677636215506916,0.31418483200757036,2018,1009,291,718,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_vereador_L,z_score,0.0781743426230774,0.3278240417330475,0.05086260110403715,1.7854342973838667e-10,2018,1009,291,718,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_vereador_C,z_score,0.14734275151124082,-0.10549777562182802,0.06669726664648723,0.11402249629007857,2018,1009,291,718,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
