year,state,municipality_id,pct_vereador_R,pct_vereador_C,pct_vereador_L,pct_vereador_IDK,treated_bvr_2016,gdp_pc,log_gdp_pc,gdp_split,gdp_median_cutoff,baseline_gdp_year,treat_bvr2016_x_2016
2016,PR,4117297,0.7002178649237473,0.24313725490196078,0.05664488017429194,0.0,1,14313.253012048193,9.56894117110813,above_or_equal_median,12879.861368180413,2012,1
2012,PR,4117453,0.61409667836889,0.2684310018903592,0.11747231974075074,0.0,1,16409.53545232274,9.705617874867027,above_or_equal_median,12879.861368180413,2012,0
2016,PR,4117453,0.5450026164311879,0.34092098377812663,0.1140763997906855,0.0,1,16409.53545232274,9.705617874867027,above_or_equal_median,12879.861368180413,2012,1
2012,PR,4117909,0.27795756921970516,0.5753326141675656,0.14670981661272922,0.0,0,34812.313291899874,10.457726433406421,above_or_equal_median,12879.861368180413,2012,0
2016,PR,4117909,0.3628739665734848,0.5627788021174092,0.07434723130910605,0.0,0,34812.313291899874,10.457726433406421,above_or_equal_median,12879.861368180413,2012,0
2012,PR,4118006,0.42314990512333966,0.2815647350751715,0.29528535980148884,0.0,0,12674.476363937412,9.44734551509613,below_median,12879.861368180413,2012,0
2016,PR,4118006,0.338590508667235,0.45836885478829215,0.20304063654447285,0.0,0,12674.476363937412,9.44734551509613,below_median,12879.861368180413,2012,0
2012,PR,4118204,0.4123112063545022,0.5438925175480245,0.043796276097473344,0.0,1,37479.642265464856,10.531553191628708,above_or_equal_median,12879.861368180413,2012,0
2016,PR,4118204,0.6159933129005294,0.36685706324881584,0.01714962385065478,0.0,1,37479.642265464856,10.531553191628708,above_or_equal_median,12879.861368180413,2012,1
2012,PR,4118451,0.4965986394557823,0.403265306122449,0.1001360544217687,0.0,0,16209.75906053857,9.693368750988077,above_or_equal_median,12879.861368180413,2012,0
2016,PR,4118451,0.3714842662211083,0.5291005291005291,0.09941520467836257,0.0,0,16209.75906053857,9.693368750988077,above_or_equal_median,12879.861368180413,2012,0
2012,PR,4118808,0.28100573215216257,0.5355653986451276,0.18342886920270973,0.0,0,14059.728838402345,9.55106987914755,above_or_equal_median,12879.861368180413,2012,0
2016,PR,4118808,0.402676399026764,0.4489051094890511,0.14841849148418493,0.0,0,14059.728838402345,9.55106987914755,above_or_equal_median,12879.861368180413,2012,0
2012,PR,4119004,0.33100436681222706,0.5820960698689956,0.0868995633187773,0.0,0,12612.55995203837,9.442448418033193,below_median,12879.861368180413,2012,0
2016,PR,4119004,0.4520516366989396,0.5175195942830798,0.030428769017980636,0.0,0,12612.55995203837,9.442448418033193,below_median,12879.861368180413,2012,0
2012,PR,4119152,0.34035333323188827,0.48053015201546023,0.17911651475265153,0.0,1,37731.426800358524,10.538248628314339,above_or_equal_median,12879.861368180413,2012,0
2016,PR,4119152,0.47507838318786544,0.41143970849927974,0.11348190831285485,0.0,1,37731.426800358524,10.538248628314339,above_or_equal_median,12879.861368180413,2012,1
2012,PR,4119509,0.3301245057832568,0.5424965005770979,0.1273789936396454,0.0,1,9723.60788561074,9.182312010230815,below_median,12879.861368180413,2012,0
2016,PR,4119509,0.4847438648875618,0.4892227302416721,0.026033404870766073,0.0,1,9723.60788561074,9.182312010230815,below_median,12879.861368180413,2012,1
2012,PR,4119608,0.4272848387956302,0.5012523314681588,0.07146282973621103,0.0,0,15593.835531226674,9.654630956887331,above_or_equal_median,12879.861368180413,2012,0
2016,PR,4119608,0.4789040260268402,0.47565067100447334,0.04544530296868646,0.0,0,15593.835531226674,9.654630956887331,above_or_equal_median,12879.861368180413,2012,0
2012,PR,4119657,0.6393138618451553,0.3606861381548447,0.0,0.0,0,20785.664578983993,9.942018825146425,above_or_equal_median,12879.861368180413,2012,0
2016,PR,4119657,0.5743061772605192,0.42569382273948075,0.0,0.0,0,20785.664578983993,9.942018825146425,above_or_equal_median,12879.861368180413,2012,0
2012,PR,4119806,0.16040597293513767,0.6777881474568362,0.16180587960802614,0.0,0,12797.114252061248,9.456974975432534,below_median,12879.861368180413,2012,0
