term,estimate,std.error,conf.low,conf.high
2008,0.05943353100345008,0.021139644351752904,0.017999828074014387,0.10086723393288577
2010,0.08846832691429106,0.004574104859199059,0.07950308139026091,0.09743357243832121
2012,0.08987202758937747,0.002008863424656366,0.08593465527705099,0.09380939990170395
2014,0.07103206590834503,0.0022669853445227593,0.06658877463308042,0.07547535718360963
2016,0.08518826929781684,0.001429318114950235,0.08238680579251438,0.0879897328031193
2018,0.07946084846514301,0.001063331240771258,0.07737671923323135,0.08154497769705467
