event_time,term,estimate,std.error,conf.low,conf.high,statistic,p.value,n_switchers,n_comparisons
-8,dcdh_event_-8,0.00016495949587064574,0.00011780368244122504,-6.593572171415533e-05,0.0003958547134554468,1.400291505768063,0.16142604343907105,4320.0,6
-6,dcdh_event_-6,0.0004099220016536084,0.00010946030873260258,0.00019537979653770738,0.0006244642067695094,3.7449373786711586,0.0001804387762880153,4323.0,6
-4,dcdh_event_-4,0.000582226851239009,8.670547428484e-05,0.0004122841216407226,0.0007521695808372954,6.714995287682871,1.8807229791227315e-11,4323.0,6
-2,dcdh_event_-2,0.0,,,,,,,0
0,dcdh_event_0,-0.05076218057531999,0.0009282280184749637,-0.05258150749153092,-0.04894285365910906,-54.687188454750526,0.0,4324.0,6
2,dcdh_event_2,-0.060068320362282886,0.0011744086577267728,-0.06237016133142736,-0.05776647939313841,-51.1477158883972,0.0,2381.0,5
4,dcdh_event_4,-0.0648120888275195,0.0017660125361922297,-0.06827347339845627,-0.06135070425658273,-36.69967653075863,7.390336860360508e-295,762.0,4
6,dcdh_event_6,-0.06868234620320218,0.0020577527476794105,-0.07271554158865383,-0.06464915081775054,-33.3773560893831,2.92194137115333e-244,298.0,3
8,dcdh_event_8,-0.0589833377231102,0.004703449852797379,-0.06820209943459306,-0.049764576011627336,-12.540441499132777,4.4848991960308355e-36,60.0,2
