estimate,std.error,statistic,p.value,term,event_time,conf.low,conf.high
-0.019881745917892095,0.0059580782351452075,-3.3369393843495825,8.542194817681264e-4,.__time_id__::-16,-16,-0.0315595792587767,-0.00820391257700749
-0.033551127817119705,0.00613362582319404,-5.470031720919064,4.75367198828989e-8,.__time_id__::-12,-12,-0.04557303443058002,-0.02152922120365939
-0.013450765641975507,0.006676071396887151,-2.014772587400307,0.043990283575010836,.__time_id__::-8,-8,-0.02653586557987432,-3.656657040766922e-4
-0.002030479279890134,0.006908757009288943,-0.29389936238314934,0.7688489146005049,.__time_id__::-4,-4,-0.015571643018096461,0.011510684458316194
-0.009957225567617559,0.005104502806632333,-1.9506749128788865,0.051160257391243455,.__time_id__::0,0,-0.019962051068616933,4.759993338181341e-5
-0.026618924590624562,0.01031041466825036,-2.581751117401149,0.009862662879436056,.__time_id__::4,4,-0.046827337340395264,-0.006410511840853856
-0.01949327096318451,0.004312419417313292,-4.520263238989203,6.341406072689502e-6,.__time_id__::8,8,-0.027945613021118563,-0.01104092890525046
