event_time,estimate,std.error,conf.low,conf.high,statistic,p.value
-8,-0.012131176352522867,0.002191766423638612,-0.016426959605378703,-0.007835393099667031,-5.534885570691227,3.114316101711811e-8
-6,-0.008452973192890494,0.0014139281543528374,-0.011224221452149245,-0.005681724933631743,-5.978361182544997,2.253935629651463e-9
-4,-0.005188114653359044,8.640750240914999e-4,-0.006881670580518962,-0.0034945587261991247,-6.004240961383992,1.9222904223522694e-9
-2,0,NA,NA,NA,NA,NA
0,-0.18213865917704855,0.0014729534439922325,-0.18502559487817757,-0.17925172347591953,-123.65540806462111,0
2,-0.14261658452336046,0.0019679460874601202,-0.1464736879782988,-0.13875948106842212,-72.46976196762836,0
4,-0.11650039048837404,0.0030030760194562356,-0.12238631132934417,-0.11061446964740392,-38.79368678434876,0
6,-0.10039967611654793,0.00503725947887933,-0.11027252327593441,-0.09052682895716145,-19.931408444911888,2.1735833999832843e-88
8,-0.08268002476072603,0.011841653942181535,-0.10588924000478858,-0.059470809516663475,-6.98213485754797,2.9072784525120542e-12
