event_time,estimate,std.error,conf.low,conf.high,statistic,p.value
-8,7.886708811505776e-5,0.0012181281509935245,-0.0023086640878322504,0.0024663982640623656,0.06474449182603038,0.9483774377581412
-6,0.0025490699092014435,0.001358581625201903,-1.1375007619428626e-4,0.005211889894597173,1.876272917221752,0.06061781392068957
-4,0.0032457262033333055,0.0029653685346003903,-0.00256639612448346,0.00905784853115007,1.094543954810897,0.2737164806115205
-2,0.0017020712412188564,0.0027245348453001864,-0.003638017055569509,0.007042159538007221,0.6247199385814146,0.5321548846356323
0,-0.1413209278069181,0.0025999486618983377,-0.14641682718423885,-0.13622502842959736,-54.355276270621985,0
2,-0.10940851107478158,0.0025673561596816245,-0.11444052914775757,-0.1043764930018056,-42.6152447381314,0
4,-0.09148472285172807,0.009877400169497874,-0.1108444271839439,-0.07212501851951224,-9.262024549156115,2.0059205681332653e-20
6,-0.025834953320980576,0.007129330475123651,-0.039808441052222934,-0.01186146558973822,-3.6237558928045757,2.9035565782212816e-4
8,-0.018724247382153128,0.01734282411569317,-0.052716182648911744,0.015267687884605488,-1.0796538820462311,0.28029633773205676
