term,estimate,std.error,conf.low,conf.high,statistic,p.value,event_time
0,-0.08562529416438279,9.635503860282674e-4,-0.0875138529209982,-0.08373673540776738,-88.86436600096056,0,0
2,-0.07357143458983119,0.0012889121932681102,-0.07609770248863669,-0.07104516669102569,-57.080253390486305,0,2
4,-0.059702146623260906,0.0017840783398557739,-0.06319894016937823,-0.05620535307714359,-33.46385934380397,1.618109190325974e-245,4
6,-0.05803658614559164,0.0022984029287082615,-0.06254145588585983,-0.05353171640532345,-25.250831967138637,1.1089823332512348e-140,6
8,-0.05509552524485357,0.006154944588396305,-0.06715921663811032,-0.04303183385159681,-8.951425062172481,3.5092230015845876e-19,8
"i(factor_var = zz000event_time, keep = c(2, 4, 6, 8))1",NA,NA,NA,NA,NA,NA,1
