year_election,bvr_status,n_municipalities,n_observations,mean_pct_with_bvr,median_pct_with_bvr,mean_pct_low_ed_with_bvr,median_pct_low_ed_with_bvr,mean_pct_high_ed_with_bvr,median_pct_high_ed_with_bvr,mean_compliance_gap,median_compliance_gap,p10_pct_with_bvr,p25_pct_with_bvr,p75_pct_with_bvr,p90_pct_with_bvr
2014,hybrid_bvr,2,2,0.08431886138539402,0.08431886138539402,0.05344787015900155,0.05344787015900155,0.10508276255151591,0.10508276255151591,0.051634892392514356,0.051634892392514356,0.0698659608773262,0.07528579856785164,0.0933519242029364,0.09877176189346185
2014,no_bvr,4806,4806,0.004539133675736013,0.0006953699971197168,0.003277981038214323,0.000493534772425714,0.007242407552162896,0.0011003117920009168,0.003964426513948573,0.0005407056782992512,0.0,0.00027466662973066964,0.0017846916699996364,0.0052886714160786715
2014,strict_bvr,762,762,0.9977445103321471,0.9987213475097716,0.9973325705629689,0.998405653070481,0.9983331524544659,0.9992358956793415,0.0010005818914971707,0.0006677797071669156,0.9957664173228039,0.9974335266094354,0.9993403692974265,0.9996763954573656
2016,hybrid_bvr,840,840,0.1521827618850584,0.10652626098083649,0.1164509333167585,0.07108089147588825,0.22989488258010007,0.18734170100381514,0.11344394926334159,0.10558069314277581,0.06272959525605405,0.07800976945056799,0.17100907456811412,0.30234770265135213
2016,no_bvr,3187,3187,0.03900526281890508,0.007936507936507936,0.028261389209690947,0.005450941526263627,0.0551613213295073,0.013546798029556651,0.026899932119816353,0.0073166126777444735,0.0011834164089965901,0.0025158190770807505,0.047459530656813735,0.13123021158330422
2016,strict_bvr,1541,1541,0.9982751061835973,0.9989716945391568,0.9977684089163565,0.9986754966887417,0.9989676666771955,0.9994739610731194,0.0011992577608389103,0.0006587615283267789,0.9964684014869889,0.9979623025980642,0.9995161602477259,0.9997849231100119
2018,hybrid_bvr,1533,1533,0.26610114173267224,0.2185526954832443,0.2293436171920414,0.17671605684910796,0.33008996778621275,0.2971014492753623,0.10074635059417139,0.08891349597325833,0.04594135803783161,0.10786765566635095,0.3799617915516875,0.5617880295492236
2018,no_bvr,1244,1244,0.25413173529997296,0.2273149817091852,0.21454497584211554,0.1753719003671066,0.30668392796104116,0.2920126551373876,0.09213895211892559,0.0881832845026653,0.01746819970905337,0.07136379841014615,0.40527131568621216,0.5342888427770598
2018,strict_bvr,2793,2793,0.9981227369297117,0.9989135495887009,0.9973083750287093,0.9985035540591096,0.9990417606846758,0.9995701697829358,0.001733385655966248,0.0008973494221591327,0.9966041083981563,0.9980119284294234,0.99948625738505,0.9997853441809733
