term,estimate,std.error,conf.low,conf.high,statistic,p.value,event_time
0,-0.11849981438388714,0.0027029884515642187,-0.12379767174895301,-0.11320195701882127,-43.84029621558736,0,0
2,-0.07564140928630998,0.0039458704512751195,-0.08337531537080922,-0.06790750320181074,-19.169765003781674,6.62071821660693e-82,2
4,-0.05218845895495664,0.005897017381982827,-0.06374661302364298,-0.0406303048862703,-8.849975432395397,8.753856392726008e-19,4
6,-0.006940734087494963,0.007865658124931792,-0.022357424012361272,0.008475955837371348,-0.882409834911958,0.37755521915649565,6
8,0.022210796524370746,0.022985235848540796,-0.02284026573876921,0.0672618587875107,0.9663070969002384,0.333890535897773,8
"i(factor_var = zz000event_time, keep = c(2, 4, 6, 8))1",NA,NA,NA,NA,NA,NA,1
