id_municipio,delta_pt_2006_2010,delta_pt_2010_2014,delta_pt_2014_2018,delta_left_2014_2018,pt_share_2006_runoff,pt_share_2010_runoff,pt_share_2014_runoff,pt_share_2018_runoff,pc1_2006_2010_score,pc1_2006_2010_score_z,pt_share_mean_2006_2010,year_first_any_bvr,first_regime,bvr_by_2014,bvr_by_2018,bvr_by_2014_strict,bvr_by_2014_hybrid,bvr_by_2018_strict,bvr_by_2018_hybrid,bvr_by_2018_minus_2014_only,bvr_by_2014_x_pc1,bvr_by_2018_x_pc1,log_population_2010,log_gdp_per_capita_2010,state,region
1300409,-0.07299783747918209,-0.22930901981716623,0.13934049390609016,-0.06592811236125773,0.8164711632453568,0.7434733257661748,0.5141643059490085,0.6535047998550987,0.7792012709595557,1.0966331346081568,0.7799722445057657,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.154946414830384,8.200267377125831,AM,Norte
1300508,0.018427780294671514,-0.030024594433879392,0.032484924379740265,-0.025531494373691954,0.8971952296819788,0.9156230099766504,0.885598415542771,0.9180833399225112,0.9081846723026671,1.9178489824137201,0.9064091198293146,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.216654606497926,8.369396497756641,AM,Norte
1300607,-0.036613878679350065,-0.022142561119262716,-0.010346858954178528,-0.05280482968611677,0.9274348839566232,0.8908210052772731,0.8686784441580104,0.8583315852038319,0.9095642299371173,1.9266323962528233,0.9091279446169482,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.41664046606121,8.319879685551276,AM,Norte
1300631,0.024224883609220704,0.0691493469506983,-0.09974571617971772,-0.16637623748076447,0.7622706990580069,0.7864955826672276,0.8556449296179259,0.7558992134382082,0.7759758448372225,1.0760973833409064,0.7743831408626173,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,9.647691668946669,8.471992084486622,AM,Norte
1300680,0.011995693038298727,-0.03184282417783346,0.024939102192321094,-0.03766641117088032,0.8867999208391055,0.8987956138774043,0.8669527896995708,0.8918918918918919,0.8943825681970423,1.8299732828541297,0.8927977673582549,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,9.61440449916872,8.20982010837768,AM,Norte
1300706,-0.10053664934612849,0.1439426974799185,-0.14681205405049214,-0.2303920834026536,0.6286945195872157,0.5281578702410872,0.6721005677210057,0.5252885136705135,0.5764862725462987,-0.19401951954234653,0.5784261949141514,9999,never_treated,0,0,0,0,0,0,0,-0.0,-0.0,10.32980049315713,8.5088600557235,AM,Norte
1300805,-0.02429230186843956,-0.07894794600268129,0.0016464306658926509,-0.06906123385538665,0.928975228697708,0.9046829268292684,0.8257349808265871,0.8273814114924798,0.917585601127347,1.9777031315098712,0.9168290777634882,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.461988433479375,8.406782586406836,AM,Norte
1300839,-0.017684062110229326,-0.04626873386227104,-0.15550754399475197,-0.20489645041051874,0.9326530612244898,0.9149689991142604,0.8687002652519894,0.7131927212572374,0.9247463132430777,2.0232941936913416,0.9238110301693752,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,9.303375237943373,8.714751157526791,AM,Norte
1300904,-0.19526029786075483,0.11564017620009104,-0.10950901939509017,-0.13410952129813847,0.8542776559072391,0.6590173580464843,0.7746575342465754,0.6651485148514852,0.7528294616155111,0.9287282139507599,0.7566475069768617,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,9.45234493093131,8.262994586360403,AM,Norte
1301001,-0.04230947725081324,0.010822880353634878,-0.00457837881603973,-0.08551400897629646,0.8383507853403142,0.7960413080895009,0.8068641884431358,0.8022858096270961,0.8172670264191957,1.3389914637934106,0.8171960467149075,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.157121510848336,8.523590007870132,AM,Norte
1301100,-0.00225425192931461,-0.10857916794280575,-0.11167427068273883,-0.14294121429511253,0.9171641791044776,0.914909927175163,0.8063307592323572,0.6946564885496184,0.9173305328794021,1.9760791544298508,0.9160370531398203,2016,strict,0,1,0,0,1,0,1,0.0,1.9760791544298508,10.39616957206583,8.38725665277454,AM,Norte
1301209,-0.04770429774442353,-0.18784377423046306,0.01952438581405802,-0.12821584334524028,0.904337880892084,0.8566335831476605,0.6687898089171974,0.6883141947312554,0.8805803982106781,1.742097163842838,0.8804857320198722,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,11.238027986877867,10.177781348449065,AM,Norte
1301308,-0.03825468035589308,-0.022438462453107877,-0.1551695592371216,-0.23361037542979268,0.857702918542181,0.8194482381862879,0.79700977573318,0.6418402164960584,0.8387982763491363,1.4760773483445084,0.8385755783642344,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.05216614490749,8.555848572662367,AM,Norte
1301407,-0.014674916839664154,-0.12505464980405556,-0.031236949803725045,-0.13220194746747393,0.908960335874489,0.8942854190348248,0.7692307692307693,0.7379938194270442,0.9025771910283433,1.8821470824731392,0.9016228774546569,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.330877218060085,8.507045678234624,AM,Norte
1301506,0.08275476702793749,0.11199197249641157,-0.07483704133828273,-0.14100138281111163,0.6561859193438141,0.7389406863717516,0.8509326588681632,0.7760956175298804,0.7003983834997668,0.5949082664395042,0.6975633028577828,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,9.701248961901815,8.38661286392724,AM,Norte
1301605,0.1399816105433127,-0.005378461099796117,-0.037738994559366024,-0.09736887977311215,0.7296492389146261,0.8696308494579388,0.8642523883581427,0.8265133937987766,0.8041254836714294,1.255321448452663,0.7996400441862824,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.035261151145571,8.341070552232603,AM,Norte
1301654,-0.0004017529219529914,0.10748683068574894,-0.23075046000797,-0.2967325931712616,0.6188594014680971,0.6184576485461442,0.7259444792318931,0.4951940192239231,0.619266151863023,0.07835285160213426,0.6186585250071206,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,9.544953739112396,8.214969567081676,AM,Norte
1301704,0.02692166307069266,-0.0474900384521556,-0.17493077550820624,-0.1942531734798516,0.7729412567373951,0.7998629198080878,0.7523728813559322,0.5774421058477259,0.7880902879875138,1.1532280264993573,0.7864020882727414,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.697090741295439,8.500848525835526,AM,Norte
1301803,0.007693746145085667,0.20448967394300765,-0.05758126087682036,-0.10859130973090492,0.6393353309724871,0.6470290771175727,0.8515187510605804,0.79393749018376,0.6440480881918358,0.23613531539677773,0.6431822040450299,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.010277046717645,8.048773639830582,AM,Norte
1301951,-0.033249269202372256,-0.15666944585306852,0.15775334400311847,0.016991962760207868,0.8671701466015105,0.8339208773991382,0.6772514315460697,0.8350047755491882,0.8509200389484635,1.55325459321669,0.8505455120003244,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,8.991935575009146,8.584426200581534,AM,Norte
1302009,-0.0404338956193635,-0.0653609947602467,-0.17207627702791017,-0.26929191335647495,0.886129618413083,0.8456957227937195,0.7803347280334728,0.6082584510055626,0.8661492921311378,1.6502167134090908,0.8659126706034013,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,9.01322999770879,9.209353403533884,AM,Norte
1302108,0.01539986731652676,-0.15996730144193905,0.05183400039047248,-0.06086214912569121,0.8396084337349398,0.8550083010514665,0.6950409996095275,0.746875,0.8488645686649844,1.540167756042997,0.8473083673932031,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,8.89918494333876,8.400331107474985,AM,Norte
1302207,-0.16600551613896475,0.12532853586673354,0.077617101612247,0.002495075301751082,0.667843137254902,0.5018376211159372,0.6271661569826708,0.7047832585949177,0.5813152953487396,-0.16327393512230373,0.5848403791854195,9999,never_treated,0,0,0,0,0,0,0,-0.0,-0.0,9.287486581152837,8.414667633900187,AM,Norte
1302306,0.1336928494756613,0.057590705286103105,-0.050621281559787956,-0.1311621920438577,0.674347158218126,0.8080400076937873,0.8656307129798904,0.8150094314201024,0.745381541326548,0.881308545134469,0.7411935829559566,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,9.797682493639151,8.514800379835227,AM,Norte
1302405,-0.09462296883792587,-0.0036232172509460536,-0.05845744350964455,-0.0821121736130821,0.9132702337260962,0.8186472648881703,0.8150240476372242,0.7565666041275797,0.8648703808684925,1.6420740982672597,0.8659587493071332,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.537441898283253,8.602662749307276,AM,Norte
1302553,-0.0275686593765464,-0.07592133195701112,-0.07919826041889655,-0.13208669240526594,0.9596703489391548,0.9321016895626084,0.8561803576055973,0.7769820971867007,0.9466338659011713,2.162648598408048,0.9458860192508816,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.034559673629849,8.606974000165346,AM,Norte
1302603,-0.08237386512220735,-0.22706442299999074,-0.2211877363708316,-0.3981887355603883,0.8734389995074505,0.7910651343852432,0.5640007113852524,0.3428129750144208,0.8313803566087954,1.428848688027876,0.8322520669463469,2016,strict,0,1,0,0,1,0,1,0.0,1.428848688027876,14.404415486265634,10.234244088801145,AM,Norte
1302702,-0.06779102315428542,0.002529505498554796,-0.019740475184701123,-0.08862169117894425,0.7993365221416449,0.7315454989873594,0.7340750044859142,0.7143345293012131,0.764761633602498,1.0046983669504401,0.7654410105645022,9999,never_treated,0,0,0,0,0,0,0,0.0,0.0,10.75826451742141,8.584490203160838,AM,Norte
