event_time,estimate,std.error,conf.low,conf.high,statistic,p.value
-8,-0.003143476093798088,4.572201310275894e-4,-0.004039611083618847,-0.0022473411039773284,-6.875191795980666,6.1906511415411e-12
-6,-0.002264792031677728,3.425925703729585e-4,-0.0029362611309797304,-0.0015933229323757256,-6.610744737436058,3.823913637866554e-11
-4,-0.0012855945172960855,2.271625696514485e-4,-0.001730824972448496,-8.40364062143675e-4,-5.659358930780997,1.5193948334796923e-8
-2,0,NA,NA,NA,NA,NA
0,-0.0507102174763598,8.512945424586148e-4,-0.05237872411981419,-0.049041710832905414,-59.56835730428173,0
2,-0.0597580655128228,0.001201167063561047,-0.062112309696818184,-0.05740382132882741,-49.75000341389706,0
4,-0.06511264611877438,0.0017857229301455229,-0.06861259874822694,-0.061612693489321815,-36.46290531391014,4.296035252970722e-291
6,-0.06838816445367249,0.00215633540775237,-0.07261450419145563,-0.06416182471588935,-31.714993969772102,9.653414130549172e-221
8,-0.05898624598660869,0.004885793035380464,-0.06856222437187103,-0.049410267601346355,-12.07301364578071,1.4666310344864773e-33
