event_time,term,estimate,std.error,conf.low,conf.high,statistic,p.value,n_switchers,n_comparisons
-8,dcdh_event_-8,-0.0001557405946001988,0.00011799787043909358,-0.0003870164206608222,7.553523146042461e-05,-1.3198593671280425,0.18688197601642256,4320.0,6
-6,dcdh_event_-6,-0.0004081304735870471,0.00010955038888388957,-0.0006228492357994706,-0.00019341171137462354,-3.7255045622851877,0.00019492492690116768,4323.0,6
-4,dcdh_event_-4,-0.0005755403935746604,8.646017979329863e-05,-0.0007450023459695257,-0.0004060784411797951,-6.656710579952663,2.8002382590705087e-11,4323.0,6
-2,dcdh_event_-2,0.0,,,,,,,0
0,dcdh_event_0,0.051259211262880945,0.0009313480430011657,0.04943376909859866,0.05308465342716323,55.03765391260589,0.0,4324.0,6
2,dcdh_event_2,0.06064631319613894,0.0011735453859723238,0.05834616423963319,0.0629464621526447,51.677859178740945,0.0,2381.0,5
4,dcdh_event_4,0.06531785710768345,0.0017692132970199366,0.06185019904552438,0.06878551516984253,36.919153398691314,2.2776853292044914e-298,762.0,4
6,dcdh_event_6,0.06897144401913251,0.0020578337234968633,0.06493808992107866,0.07300479811718635,33.5165291692906,2.7686249937623283e-246,298.0,3
8,dcdh_event_8,0.059408395915541964,0.004706962198626128,0.050182750006234754,0.06863404182484917,12.621387937400929,1.609591694915014e-36,60.0,2
