outcome,baseline_beta,baseline_se,state_year_beta,state_year_se,within_state_beta,within_state_se,state_year_pct_diff,within_state_pct_diff
log_num_voters,-0.11535407974411246,0.005774277403304128,-0.11714125096035509,0.008498815446789904,-0.11511827639506766,0.005072247186628716,0.015492917287425547,0.002044169998736736
pct_voters_low_ed,-0.08864275113688398,0.002405030210701001,-0.09039615155185952,0.003998036169935838,-0.08759421932594343,0.00314816509225019,0.019780527933614164,0.011828737234490742
pct_voters_high_ed,0.08929741148702015,0.0023890380247097416,0.09116365760375876,0.004047862062014437,0.0883669391685115,0.003197900869144335,0.020899218528970188,0.010419924866958778
