group,time,estimate,std.error,conf.low,conf.high,term,statistic,p.value
2008,2000,-0.003115657837279819,0.010574398028405622,-0.02384109713114619,0.01760978145658655,1,-0.2946416267772728,0.7682676594571725
2008,2002,0.001292982423042201,0.004300504418264619,-0.007135851352111827,0.009721816198196228,2,0.30065831755707334,0.7636750566511376
2008,2004,-0.002516424958936219,0.0027218972191420795,-0.00785124547807442,0.002818395560201983,3,-0.9245113817080044,0.3552201283778916
2008,2006,0,NA,NA,NA,4,NA,NA
2008,2008,0.07736376830301527,0.020030375090868004,0.03810495452808577,0.11662258207794476,5,3.86232249531293,1.123141670470471e-4
2008,2010,0.06984026330038873,0.020541449704997383,0.029579761688352947,0.11010076491242451,6,3.3999675925208814,6.739384019879007e-4
2008,2012,0.06235438111853896,0.021032182794174018,0.02113206032569489,0.10357670191138302,7,2.964712779874247,0.00302965645052822
2008,2014,0.060918837130034556,0.022285881094408874,0.017239312821251088,0.10459836143881802,8,2.733517103136568,0.006266186890524895
2008,2016,0.047962553556809395,0.023145466299885908,0.002598273203647479,0.09332683390997132,9,2.072222392730356,0.038244706028853874
2008,2018,0.031651815196405336,0.024824065641022863,-0.017002459409857673,0.08030608980266835,10,1.2750455809341448,0.20229310915663343
2010,2000,0.014945811777535975,0.00475218209319908,0.005631706026889612,0.024259917528182337,11,3.1450418953695296,0.001660630468536451
2010,2002,0.00951642675325077,0.004167634307855975,0.001348013609119545,0.017684839897381996,12,2.2834121351080015,0.022406103119188444
2010,2004,0.002901763808620256,0.002322051567073638,-0.0016493736330888665,0.007452901250329378,13,1.2496551970536984,0.21142553036440215
2010,2006,2.3164041551685213e-4,0.0015438949610710028,-0.002794338104095181,0.0032576189351288857,14,0.1500363828871899,0.8807359107438575
2010,2008,0,NA,NA,NA,15,NA,NA
2010,2010,0.11051502601091372,0.00439711689379528,0.10189683526326233,0.1191332167585651,16,25.133520140631276,2.140073118833323e-139
2010,2012,0.09623803345291111,0.00462067624347131,0.08718167443148751,0.10529439247433471,17,20.827694558537548,2.428737516290291e-96
2010,2014,0.08875857089266602,0.004830119898895356,0.07929170984982088,0.09822543193551116,18,18.376059549363365,2.0427968187861498e-75
2010,2016,0.07814026909891901,0.004895007359299528,0.06854623097063342,0.0877343072272046,19,15.963258758021729,2.3038177276307288e-57
2010,2018,0.060029950117483244,0.005020257540363996,0.05019042614525418,0.06986947408971231,20,11.957543937702198,5.9289685045840616e-33
2012,2000,0.030689822469629476,0.0022126295662346284,0.026353148208681124,0.03502649673057783,21,13.870293942540181,9.588306203282316e-44
2012,2002,0.023097066226914015,0.0020575233554132647,0.01906439455295401,0.02712973790087402,22,11.225664178317356,3.050854409973203e-29
2012,2004,0.012106878342579532,0.0013461655631747458,0.009468442321528952,0.014745314363630113,23,8.993602773515562,2.392559929240763e-19
2012,2006,0.0074579915679395875,0.0010569461834167469,0.0053864151148456975,0.009529568021033477,24,7.056169637540525,1.7115486504849243e-12
2012,2008,0.004282092578065989,3.806842880279614e-4,0.003535965084050912,0.005028220072081065,25,11.248409016952829,2.358070888254707e-29
2012,2010,0,NA,NA,NA,26,NA,NA
2012,2012,0.10585692146989077,0.002220039361713055,0.1015057242766719,0.11020811866310964,27,47.682452525620135,0
2012,2014,0.0983021438127545,0.0020319240383338045,0.09431964587829905,0.10228464174720994,28,48.3788478103557,0
2012,2016,0.08645577546926066,0.0020370034911147547,0.08246332199029338,0.09044822894822793,29,42.44262508452921,0
2012,2018,0.06656241147387733,0.0021212064986984554,0.06240492313265605,0.0707198998150986,30,31.37950572691492,3.852533199335533e-216
2014,2000,0.008520212029388463,0.0018852865664582953,0.004825118258593026,0.012215305800183901,31,4.51931933371517,6.203876176017256e-6
2014,2002,0.00604322174414287,0.0016981386367135533,0.0027149311754283596,0.009371512312857381,32,3.5587328463584433,3.726483372336602e-4
2014,2004,0.002864211771330914,0.0015838150189763742,-2.40008624036401e-4,0.005968432166698229,33,1.8084256917717987,0.07054027231440105
2014,2006,9.559700213806694e-4,0.0014012033008626921,-0.0017903379833288484,0.003702278026090187,34,0.6822493358330645,0.4950813032357683
2014,2008,0.0027271471321516,7.535328384409113e-4,0.0012502499076391751,0.004204044356664025,35,3.6191483542962417,2.9557416129281217e-4
2014,2010,0.001281989070843994,0.0010175731848192319,-7.124177230354203e-4,0.003276395864723408,36,1.259849502688826,0.20772365814036475
2014,2012,0,NA,NA,NA,37,NA,NA
2014,2014,0.08562076064997004,0.0026026473682689492,0.08051966554370495,0.09072185575623513,38,32.89756487714945,2.3813504633558467e-237
2014,2016,0.07192955864198068,0.0022656611788487435,0.06748894433026659,0.07637017295369478,39,31.747712020440073,3.4147168507740523e-221
2014,2018,0.052268635905513956,0.0026171150795894728,0.04713918460612192,0.057398087204905995,40,19.971852332039195,9.679630306765942e-89
2016,2000,0.013691127722187403,0.0013114187737706293,0.011120794156947288,0.016261461287427517,41,10.439935736791593,1.6292095995483214e-25
2016,2002,0.010234429008323576,0.00116195079523586,0.007957047297853615,0.012511810718793537,42,8.807971086457348,1.2743129277031965e-18
2016,2004,0.005181204321498679,9.160775181042369e-4,0.003385725378967536,0.006976683264029822,43,5.655857958637437,1.5506967477891397e-8
2016,2006,0.0032719379021006172,7.662379627265539e-4,0.0017701390915692277,0.004773736712632007,44,4.270132858541581,1.9535655956539742e-5
2016,2008,0.004407295574287413,5.211115036259057e-4,0.003385935795251124,0.005428655353323702,45,8.457490467244247,2.7319286720197173e-17
2016,2010,0.0023197986138402903,3.9522587867464517e-4,0.001545170125879789,0.0030944271018007916,46,5.8695514110045846,4.369758399219708e-9
2016,2012,0.0021104358415378853,2.3144268279233973e-4,0.0016568165187795714,0.002564055164296199,47,9.118611208942209,7.609313976325601e-20
2016,2014,0,NA,NA,NA,48,NA,NA
2016,2016,0.04654909537351362,0.0014705086384609741,0.04366695140317508,0.049431239343852164,49,31.655098212977272,6.452147179988647e-220
2016,2018,0.050182120785328986,0.0015008831956032655,0.0472404437769452,0.05312379779371277,50,33.435060724468144,4.24361709787372e-245
2018,2000,0.00676550576396301,0.0012999542133284839,0.004217642324288083,0.009313369203637937,51,5.204418505356575,1.9460499991029716e-7
2018,2002,0.004825896235096598,0.0011465833482303504,0.0025786341672917644,0.007073158302901432,52,4.208936264899486,2.5657574329126238e-5
2018,2004,0.0022616715217101523,9.278469528916286e-4,4.4312491087732846e-4,0.004080218132542977,53,2.4375480402901237,0.014787249232049084
2018,2006,0.0010861692144839442,8.416655184533853e-4,-5.634648887139228e-4,0.002735803317681811,54,1.2904998371322733,0.19687716834634356
2018,2008,0.0019874724321752393,6.7986773445993e-4,6.549561583829358e-4,0.0033199887059675425,55,2.9233221867103873,0.0034631796404296245
2018,2010,9.573217832228576e-4,5.868884850511624e-4,-1.929585104186943e-4,0.0021076020768644095,56,1.6311817450966046,0.10285197600825656
2018,2012,0.0012209525553541355,4.092394657498378e-4,4.1885794143204063e-4,0.0020230471692762302,57,2.98346727903434,0.0028500250773957625
2018,2014,1.4482014195451047e-4,3.2253567861080366e-4,-4.873381718518504e-4,7.769784557608713e-4,58,0.4490050297017267,0.6534280283293825
2018,2016,0,NA,NA,NA,59,NA,NA
2018,2018,0.03842802744865872,0.0012719421429257891,0.035935066658105475,0.04092098823921196,60,30.21208760350099,1.6434108816097375e-200
