event_time,estimate,std.error,conf.low,conf.high,statistic,p.value
-8,-0.0046967936342019075,0.0014241206654527553,-0.007488070138489308,-0.0019055171299145073,-3.2980306712343834,9.736549831781346e-4
-6,-2.6161117442930273e-4,0.0018940575805739897,-0.003973964032354322,0.003450741683495717,-0.13812208092956818,0.8901439349742785
-4,0.0022048907134027363,0.0018644841807165383,-0.0014494982808016788,0.005859279707607152,1.1825741061291153,0.23697797976877427
-2,0.0014399833192491219,0.0019373014063556557,-0.002357127437207963,0.005237094075706207,0.7432933845631893,0.4573040758912149
0,-0.06803241610188628,0.002118789286034017,-0.07218524310251295,-0.0638795891012596,-32.10909954582148,3.2910141864710967e-226
2,-0.06209687245391479,0.0020445199164109856,-0.06610413149008032,-0.058089613417749264,-30.372349007448943,1.273783470113382e-202
4,-0.051095557944015435,0.010958459687212454,-0.07257413893095184,-0.029616976957079027,-4.662658749718211,3.121501248591586e-6
6,-0.03086650723303777,0.006040641505613656,-0.042706164584040536,-0.019026849882035006,-5.109806169485985,3.224894914091876e-7
8,-0.012512251345126164,0.016309372402402635,-0.04447862125383533,0.019454118563583,-0.7671816570503294,0.44297351727386136
