event_time,term,estimate,std.error,conf.low,conf.high,statistic,p.value,n_switchers,n_comparisons
-8,dcdh_event_-8,0.0013729675103079976,0.0006627753818332283,7.392776191487006e-05,0.0026720072587011253,2.071542709553253,0.038308107485168705,4320.0,6
-6,dcdh_event_-6,0.0019392352804385386,0.0005094870702078715,0.0009406406228311104,0.0029378299380459667,3.806250234470774,0.00014108963575056174,4323.0,6
-4,dcdh_event_-4,0.0018058710604823864,0.0004557711718553558,0.000912559563645889,0.002699182557318884,3.962231865457915,7.425237651558482e-05,4323.0,6
-2,dcdh_event_-2,0.0,,,,,,,0
0,dcdh_event_0,-0.07031560649938584,0.0011881516030173424,-0.07264438364129983,-0.06798682935747186,-59.18066879749815,0.0,4324.0,6
2,dcdh_event_2,-0.0623769932399413,0.001886680344454902,-0.0660748867150729,-0.05867909976480969,-33.061770862919126,1.0538068280200766e-239,2381.0,5
4,dcdh_event_4,-0.05743178119592057,0.00374869005995621,-0.06477921371343474,-0.0500843486784064,-15.32049336631246,5.579240894493097e-53,762.0,4
6,dcdh_event_6,-0.030747406782683465,0.006299080568536576,-0.043093604697015155,-0.018401208868351775,-4.881253136571138,1.0541382422508221e-06,298.0,3
8,dcdh_event_8,-0.013093710110969905,0.015554271511250604,-0.043580082273021084,0.017392662051081278,-0.8418079947684504,0.39989543617268886,60.0,2
