event_time,estimate,std.error,conf.low,conf.high,statistic,p.value
-8,5.611629587338769e-5,1.1096434688283471e-5,3.436768352755115e-5,7.786490821922423e-5,5.057146502438291,4.2557630188186184e-7
-6,3.791473208090159e-5,9.878320038838918e-6,1.855358057701701e-5,5.727588358478617e-5,3.8381761202138605,1.2395156812873662e-4
-4,3.155418387993444e-5,7.761344821474848e-6,1.6342227558247287e-5,4.67661402016216e-5,4.06555624131365,4.791803656675676e-5
-2,2.167355706859537e-5,8.04046310810648e-6,5.9145389576836865e-6,3.7432575179507054e-5,2.6955607876297396,0.007027025482282868
0,-7.873293858890626e-4,4.200711237602893e-5,-8.69661813240606e-4,-7.049969585375192e-4,-18.742763816785146,2.218017425230843e-78
2,-6.294006598295002e-4,6.674269563485363e-5,-7.60213939504932e-4,-4.985873801540684e-4,-9.430255308729569,4.090919905609451e-21
4,-4.7094938295183975e-4,1.1321211602062846e-4,-6.928410529658416e-4,-2.4905771293783795e-4,-4.159884997344522,3.184078777741058e-5
6,-1.4332504347517195e-4,7.096910874185985e-5,-2.8242194062412393e-4,-4.228146326219968e-6,-2.0195412626146485,0.0434309931101842
8,-2.0893217436481127e-4,1.6087402542656965e-4,-5.242394702488686e-4,1.0637512151924608e-4,-1.2987315622320743,0.19403606847743932
