event_time,estimate,std.error,conf.low,conf.high
-8,-0.009283049145423342,0.010116966214435268,-0.029112302925716465,0.010546204634869782
-6,-0.02493532754829294,0.010567925677121042,-0.045648461875450186,-0.004222193221135696
-4,0.22254736958333254,0.024424692153142278,0.1746749729631737,0.2704197662034914
-2,0.1385497995709034,0.01817304461022698,0.10293063213485854,0.17416896700694828
0,-0.004520003492115096,0.013408276719226401,-0.03080022586179884,0.021760218877568648
2,0.09388746369920142,0.016713930482285276,0.06112815995392228,0.12664676744448056
4,0.10088060102848365,0.01757351585979523,0.066436509943285,0.1353246921136823
6,0.1807427035588724,0.030021354755369194,0.12190084823834878,0.239584558879396
8,0.36503402040751326,0.06197993712053191,0.24355334365127074,0.4865146971637558
