term,estimate,std.error,conf.low,conf.high,event_time
0,-0.10017244484696705,0.017468228569806073,-0.13441017284378695,-0.06593471685014715,0
2,-0.09497925067170934,0.01739157135366514,-0.129066730524893,-0.06089177081852567,2
4,-0.1009629395895156,0.017421646321987724,-0.13510936638061155,-0.06681651279841966,4
6,-0.13988719626074286,0.025154005803159508,-0.1891890476349355,-0.09058534488655023,6
8,-0.12900383588112727,0.03959019365936336,-0.20660061545347946,-0.05140705630877508,8
