term,estimate,std.error,conf.low,conf.high,event_time
0,-0.007629246823543121,0.01646695620171938,-0.0399044809789131,0.02464598733182686,0
2,0.02292883064938852,0.01635003305210087,-0.009117234132729184,0.05497489543150622,2
4,0.024214478228017634,0.016250621660053824,-0.007636740225687864,0.056065696681723134,4
6,-0.008770013119771922,0.0235486412710211,-0.054925350010973276,0.03738532377142943,6
8,-0.003982127648587443,0.037822819130661045,-0.07811485314468308,0.07015059784750821,8
