group,time,estimate,std.error,conf.low,conf.high
2008,2002,0.0020662205428544464,0.015636401672495172,-0.02858112673523609,0.032713567820944985
2008,2004,-0.028004505233744495,0.040146942252632364,-0.10669251204890393,0.050683501581414936
2008,2006,0.008189730718430831,0.03963991570753743,-0.06950450406834252,0.08588396550520419
2008,2008,-0.07102297996550687,0.16926826522161956,-0.4027887797998812,0.26074281986886744
2008,2010,-0.06090029689062455,0.16042048294203498,-0.3753244434570131,0.253523849675764
2008,2012,-0.06732837313359868,0.1783557251298577,-0.41690559438811975,0.2822488481209224
2008,2014,-0.038788604312638676,0.1827910933299027,-0.397059147239248,0.3194819386139706
2008,2016,-0.040888051455735513,0.213933675888325,-0.4601980561968525,0.3784219532853814
2008,2018,-0.025163324134686405,0.23279608870730262,-0.48144365800099953,0.4311170097316267
2010,2002,-0.007608257186070351,0.012892707408488496,-0.032877963706707806,0.017661449334567102
2010,2004,0.029807188404048682,0.013883017622510284,0.0025964738639285244,0.057017902944168836
2010,2006,0.0059489926019712265,0.006291770266593489,-0.006382877120552011,0.018280862324494464
2010,2008,0.02701678545243539,0.011074234562061545,0.005311285710794762,0.048722285194076016
2010,2010,-0.16397007041503248,0.015215633116155524,-0.1937927113226973,-0.13414742950736766
2010,2012,-0.0985207827621297,0.013352527843427374,-0.12469173733524735,-0.07234982818901203
2010,2014,-0.06783871288711535,0.013377866839504041,-0.09405933189254327,-0.041618093881687426
2010,2016,-0.03237180346660449,0.01624963183287952,-0.06422108185904835,-5.225250741606319e-4
2010,2018,-0.011018788181409883,0.016421407122377003,-0.043204746141268804,0.02116716977844904
2012,2002,-0.011659028470150618,0.00844006146929441,-0.02820154894996766,0.004883492009666424
2012,2004,0.026922607286902725,0.008899626811720768,0.009479338735930022,0.04436587583787543
2012,2006,0.004958795240253552,0.002616422498632754,-1.693928570666468e-4,0.010086983337573751
2012,2008,0.018930329950711332,0.0045734355323018665,0.009966396307399674,0.02789426359402299
2012,2010,-0.0015739461906762663,0.002930176112132125,-0.00731709137045523,0.004169198989102698
2012,2012,-0.12801842027756818,0.005723913964339679,-0.13923729164767396,-0.11679954890746241
2012,2014,-0.08920910517617908,0.005694356982737181,-0.10037004486234395,-0.07804816549001421
2012,2016,-0.04706887725898123,0.0064428224817169736,-0.0596968093231465,-0.034440945194815956
2012,2018,-0.03040613674332304,0.00660392336503812,-0.04334982653879775,-0.017462446947848324
2014,2002,-0.010311527178118557,0.004698320744017533,-0.019520235836392924,-0.0011028185198441922
2014,2004,-0.036096406060075865,0.008022528017564175,-0.05182056097450165,-0.020372251145650083
2014,2006,-0.0047979462630892,0.0028821149850102104,-0.010446891633709212,8.509991075308122e-4
2014,2008,-6.079721704879678e-4,0.01814227050548899,-0.03616682236124639,0.03495087802027045
2014,2010,0.0036461623978450894,0.017919549447602375,-0.03147615451945556,0.038768479315145744
2014,2012,-0.00532253750172266,0.01735829417940856,-0.03934479409336344,0.02869971908991812
2014,2014,-0.12975284379889998,0.017790303336107184,-0.16462183833767005,-0.09488384926012991
2014,2016,-0.08559879785313132,0.004294190327943402,-0.09401541089590039,-0.07718218481036225
2014,2018,-0.05131319652745496,0.01837957350889867,-0.08733716060489635,-0.015289232450013568
2016,2002,0.0023327364061999723,0.0041288094119347465,-0.0057597300411921315,0.010425202853592077
2016,2004,-0.02313879337661957,0.0057497432273307,-0.03440829010218774,-0.011869296651051398
2016,2006,-1.3057316210683342e-4,0.0017674285920823375,-0.0035947332025882146,0.003333586878374548
2016,2008,0.004575299131857107,0.003784690595210134,-0.0028426944347547554,0.01199329269846897
2016,2010,-0.006022069778405665,0.002212894764277977,-0.0103593435163905,-0.0016847960404208304
2016,2012,0.007233141270339601,0.0021969335346986303,0.002927151542330285,0.011539130998348916
2016,2014,-0.004771369239292543,0.0012229690459867027,-0.007168388569426481,-0.002374349909158606
2016,2016,-0.10302689151339439,0.0027858149234957137,-0.108487088763446,-0.09756669426334279
2016,2018,-0.06268115675383908,0.0027108166797451586,-0.06799435744613959,-0.057367956061538564
2018,2002,0.006695257027871721,0.003920903755258894,-9.897143324357118e-4,0.014380228388179154
2018,2004,-0.019180685227372877,0.00528587844992563,-0.02954100698922711,-0.008820363465518642
2018,2006,0.002724648121070776,0.0015426196160938143,-2.9888632647310023e-4,0.005748182568614652
2018,2008,-0.007144499965218535,0.0038287008196910832,-0.014648753571813057,3.597536413759879e-4
2018,2010,-0.002673393666883209,0.001847073486083622,-0.006293657699607108,9.4687036584069e-4
2018,2012,0.0036727850835046195,0.0018378247881969422,7.064849863861258e-5,0.007274921668370626
2018,2014,-0.003980860382089434,0.0010050503887483254,-0.005950759144036152,-0.002010961620142716
2018,2016,0.008270540431451374,0.0016692018694567188,0.0049989047673162056,0.011542176095586543
2018,2018,-0.11641382366779619,0.002197481348864565,-0.12072088711157074,-0.11210676022402165
