municipality_id,year_election,first_regime,bvr_status,event_time,pct_low_ed_with_bvr,pct_high_ed_with_bvr,pct_with_bvr,cost_proxy_low_ed,cost_proxy_high_ed,compliance_gap,dilma_share_2010_runoff,dilma_share_2010_first_round,left_coalition_share_2010_first_round,log_population_2010,log_gdp_per_capita_2010,state,region
1200013,2016,hybrid,hybrid_bvr,0.0,0.3232551143200963,0.42302309307207836,0.35325057858194825,0.6767448856799037,0.5769769069279216,0.09976797875198207,0.2489031387107661,0.219681011134517,0.26376767980740295,9.436519311833914,9.182315326729055,AC,Norte
1200104,2016,hybrid,hybrid_bvr,0.0,0.3536104640745386,0.5029457364341086,0.40827797649463465,0.6463895359254614,0.49705426356589144,0.14933527235956995,0.2824240135925996,0.2688540180694246,0.3765097479790775,9.971052738698551,9.095154088019857,AC,Norte
1200179,2016,hybrid,hybrid_bvr,0.0,0.2809149392423159,0.3648293963254593,0.30525247399137273,0.7190850607576841,0.6351706036745407,0.08391445708314338,0.20109211775878444,0.1878974358974359,0.2836923076923077,9.082279701908664,9.420266702513285,AC,Norte
1200302,2016,hybrid,hybrid_bvr,0.0,0.26964010642767117,0.5039398937144951,0.33441410405795635,0.7303598935723288,0.4960601062855049,0.23429978728682394,0.5733935742971887,0.5284263054713955,0.6331313491356264,10.386284003580617,8.730145533800238,AC,Norte
1200328,2018,hybrid,hybrid_bvr,0.0,0.4169501133786848,0.6608695652173913,0.4813269351137075,0.5830498866213152,0.33913043478260874,0.24391945183870645,0.4826062948647156,0.428700769578995,0.5183340878225441,8.79133399330135,8.7434397234113,AC,Norte
1200393,2018,hybrid,hybrid_bvr,0.0,0.47395369545859306,0.6285533796588756,0.514238683127572,0.526046304541407,0.3714466203411244,0.15459968420028253,0.45729349736379615,0.43055985153108567,0.482833281781627,9.124346658809207,8.790794465806405,AC,Norte
1200427,2016,hybrid,hybrid_bvr,0.0,0.21095251166620918,0.4777542372881356,0.3020249502802387,0.7890474883337908,0.5222457627118644,0.2668017256219264,0.36530408773678963,0.39826839826839827,0.4671717171717172,9.574219304763417,9.063353490533068,AC,Norte
1200500,2018,hybrid,hybrid_bvr,0.0,0.22420685118656075,0.4938704028021016,0.305739903981926,0.7757931488134393,0.5061295971978984,0.26966355161554084,0.31916137044342174,0.3001509206157561,0.45801388469664955,10.546104305546345,8.847353358226918,AC,Norte
1200609,2016,hybrid,hybrid_bvr,0.0,0.4080316742081448,0.5708546890150991,0.45522088353413653,0.5919683257918552,0.42914531098490094,0.16282301480695427,0.4664804469273743,0.45243977764051885,0.5190704138357011,10.479819978504239,8.764873914543784,AC,Norte
2900108,2016,hybrid,hybrid_bvr,0.0,0.07464454976303317,0.16344086021505377,0.09839849949502236,0.9253554502369669,0.8365591397849462,0.0887963104520206,0.6284433055733504,0.6499775482712169,0.7047597665020207,9.025936648977904,8.332386586965523,BA,Nordeste
2900207,2018,hybrid,hybrid_bvr,0.0,0.21455938697318008,0.2953396967995508,0.2369228348934162,0.7854406130268199,0.7046603032004493,0.08078030982637072,0.9054444572881748,0.8729878980143344,0.9307954411937492,9.744726260151186,8.179179683257848,BA,Nordeste
2900306,2016,hybrid,hybrid_bvr,0.0,0.05524652338811631,0.14020926756352764,0.08044752264251465,0.9447534766118837,0.8597907324364724,0.08496274417541133,0.6956460674157303,0.6821173104434907,0.7483547925608012,9.592400371638025,8.65877237016604,BA,Nordeste
2900405,2016,hybrid,hybrid_bvr,0.0,0.05230435211684595,0.1690569317687962,0.07390430237233615,0.9476956478831541,0.8309430682312038,0.11675257965195024,0.7422122492080253,0.7183939229517091,0.8376288659793815,9.663388566822505,8.276445979105056,BA,Nordeste
2900504,2018,hybrid,hybrid_bvr,0.0,0.15287537645202925,0.2049054675523761,0.16427771556550952,0.8471246235479708,0.795094532447624,0.05203009110034684,0.7516679021497406,0.7726638772663877,0.8200836820083682,9.2927495082169,8.054928212573776,BA,Nordeste
2900801,2016,hybrid,hybrid_bvr,0.0,0.04864177205717279,0.1343038271894811,0.06919592298980748,0.9513582279428272,0.8656961728105189,0.08566205513230832,0.7750126968004063,0.753655564581641,0.8236190089358245,9.96509992166365,9.040390839144278,BA,Nordeste
2900900,2016,hybrid,hybrid_bvr,0.0,0.07690441533236293,0.15960912052117263,0.09585201793721973,0.9230955846676371,0.8403908794788274,0.0827047051888097,0.6620541205412054,0.5730938878386893,0.7151858853182105,8.757311846936409,8.557369389913829,BA,Nordeste
2901106,2016,hybrid,hybrid_bvr,0.0,0.05826825710117566,0.13951421800947866,0.08791149194641792,0.9417317428988243,0.8604857819905214,0.081245960908303,0.7073715562174236,0.6182683476663605,0.750688820238791,10.134202369346657,8.698455566329097,BA,Nordeste
2901155,2016,hybrid,hybrid_bvr,0.0,0.057770800627943486,0.23852435933539848,0.10654988575780655,0.9422291993720565,0.7614756406646015,0.180753558707455,0.7560718057022175,0.7627027751709344,0.8305402869017294,9.677903525682558,8.238662360195258,BA,Nordeste
2901304,2016,hybrid,hybrid_bvr,0.0,0.0431960049937578,0.17055510860820594,0.07333333333333333,0.9568039950062422,0.829444891391794,0.12735910361444813,0.8639896373056994,0.855544747081712,0.9014267185473411,9.543951376316363,8.236667874167646,BA,Nordeste
2901403,2016,hybrid,hybrid_bvr,0.0,0.04672036823935558,0.18023255813953487,0.08442359911133053,0.9532796317606445,0.8197674418604651,0.1335121899001793,0.7830612727702863,0.7826551192312255,0.8225174991102148,9.552013346996567,8.455482568332414,BA,Nordeste
2901502,2016,hybrid,hybrid_bvr,0.0,0.06278488457579767,0.13396584440227705,0.08258337744838538,0.9372151154242023,0.8660341555977229,0.07118095982647937,0.8262163108155408,0.7488307639009181,0.8442750736185692,9.234252192022495,7.921218438132745,BA,Nordeste
2901601,2016,hybrid,hybrid_bvr,0.0,0.08290554414784394,0.20508586525759578,0.11691427516840454,0.9170944558521561,0.7949141347424042,0.12218032110975184,0.7668928887577456,0.7491808162049449,0.8080131069407209,9.745194973541535,8.140060029776608,BA,Nordeste
2901809,2016,hybrid,hybrid_bvr,0.0,0.06630648330058939,0.20495185694635487,0.10267534345625452,0.9336935166994106,0.7950481430536451,0.13864537364576549,0.6611472501478415,0.640521523178808,0.7274420529801324,9.307013259236443,8.111519255331629,BA,Nordeste
2901908,2016,hybrid,hybrid_bvr,0.0,0.04524015785927423,0.14930667526604322,0.0689171221746196,0.9547598421407257,0.8506933247339568,0.10406651740676898,0.6905904944791167,0.683868501529052,0.7298674821610601,9.783069799056989,8.150778502182668,BA,Nordeste
2901957,2016,hybrid,hybrid_bvr,0.0,0.09781181619256017,0.21494607087827428,0.12365866121614716,0.9021881838074398,0.7850539291217258,0.1171342546857141,0.5713128038897893,0.5598552338530067,0.659521158129176,8.917176635955164,8.49092271580476,BA,Nordeste
2902005,2016,hybrid,hybrid_bvr,0.0,0.0763582966226138,0.24282715185444367,0.11236468973928952,0.9236417033773862,0.7571728481455563,0.16646885523182986,0.7836792574448885,0.7557262193478846,0.8120452708164915,9.528284882554852,8.20765326318138,BA,Nordeste
2902104,2016,hybrid,hybrid_bvr,0.0,0.05041844677240007,0.1558864588180549,0.06700233329239838,0.9495815532276,0.8441135411819451,0.10546801204565484,0.8400521285838402,0.8306486721811058,0.8764475402699173,10.852264835444583,8.3757351686178,BA,Nordeste
2902302,2016,hybrid,hybrid_bvr,0.0,0.06074918566775244,0.15942028985507245,0.08479353020463179,0.9392508143322476,0.8405797101449275,0.09867110418732,0.697030097667929,0.6307501036054703,0.7476170741815168,9.059401196410896,8.393695521279763,BA,Nordeste
2902500,2016,hybrid,hybrid_bvr,0.0,0.0619915205683511,0.2678260869565217,0.11258050665521684,0.9380084794316489,0.7321739130434783,0.2058345663881706,0.8122955288985824,0.8057182705718271,0.8582984658298466,9.536040511615484,8.475167102831177,BA,Nordeste
2902609,2018,hybrid,hybrid_bvr,0.0,0.21047474837445443,0.2721726888784608,0.22699742268041237,0.7895252516255455,0.7278273111215392,0.06169794050400637,0.5781281584798869,0.5664873985025836,0.6525361172624696,9.906483061515926,8.215009669798455,BA,Nordeste
2902658,2016,hybrid,hybrid_bvr,0.0,0.04912324337768934,0.2165318957771788,0.08540266822475412,0.9508767566223106,0.7834681042228212,0.16740865239948946,0.7530246814002258,0.751975786110644,0.8034303009920969,9.37704054786718,8.235329047116018,BA,Nordeste
2902708,2016,hybrid,hybrid_bvr,0.0,0.05757552164434755,0.1521511017838405,0.08478128964642286,0.9424244783556525,0.8478488982161595,0.09457558013949295,0.7540935955818234,0.7531885892318178,0.8074676273001655,10.806186330890815,8.173029617376727,BA,Nordeste
2902807,2018,hybrid,hybrid_bvr,0.0,0.3250702974692911,0.3385309036257749,0.32857749018775856,0.6749297025307088,0.6614690963742251,0.013460606156483812,0.7280034202650706,0.7051733239486186,0.7762625373922224,9.96114306502429,8.46748600711057,BA,Nordeste
2902906,2016,hybrid,hybrid_bvr,0.0,0.08346143412605118,0.23006134969325154,0.11122471335718981,0.9165385658739488,0.7699386503067485,0.14659991556720037,0.5601108382139933,0.5674327694277819,0.6694749612455348,10.457027778709655,8.638330629518993,BA,Nordeste
2903003,2016,hybrid,hybrid_bvr,0.0,0.06539745333168501,0.20534223706176963,0.1130908795053291,0.934602546668315,0.7946577629382303,0.13994478373008462,0.8307075732448866,0.8151852373573742,0.8750528243414566,9.545883605779304,8.221351324464669,BA,Nordeste
2903201,2016,hybrid,hybrid_bvr,0.0,0.07081907745578961,0.1374769097033576,0.10317930072295269,0.9291809225442104,0.8625230902966424,0.066657832247568,0.7239102835378756,0.6625370320495556,0.8079551575545381,11.830848146015722,9.545564414416061,BA,Nordeste
2903276,2016,hybrid,hybrid_bvr,0.0,0.06524207701042635,0.19913916786226685,0.10062224920321748,0.9347579229895736,0.8008608321377332,0.13389709085184048,0.8247084548104956,0.7846172598732326,0.8465382740126768,9.560363239834537,9.52306217661655,BA,Nordeste
2903409,2018,hybrid,hybrid_bvr,0.0,0.28235179216720385,0.32410909814851685,0.2959203719468273,0.7176482078327961,0.6758909018514832,0.041757305981313,0.6722477566207048,0.643661971830986,0.7817984832069339,9.989573501449257,8.933366277602973,BA,Nordeste
2903508,2016,hybrid,hybrid_bvr,0.0,0.08704758713136729,0.23573667711598745,0.11824123588829472,0.9129524128686327,0.7642633228840126,0.14868908998462016,0.620302925193664,0.6437340464324784,0.7062112556217334,9.681655640646714,8.227132243579238,BA,Nordeste
2903607,2016,hybrid,hybrid_bvr,0.0,0.06337955829481254,0.14803272302298404,0.08094503531704149,0.9366204417051874,0.8519672769770159,0.0846531647281715,0.8728075873717033,0.8597957288765088,0.9178936198434806,9.604811938609481,8.347016513054317,BA,Nordeste
2903706,2016,hybrid,hybrid_bvr,0.0,0.0733740428419114,0.22947976878612716,0.1124238909828936,0.9266259571580886,0.7705202312138728,0.15610572594421576,0.8285914505956552,0.8147445255474453,0.8640875912408759,9.642836819135377,8.22739350626773,BA,Nordeste
2903805,2016,hybrid,hybrid_bvr,0.0,0.0333431113718588,0.16027018728891618,0.06385025155371411,0.9666568886281413,0.8397298127110838,0.12692707591705737,0.7214310933270566,0.6710939386621589,0.7272397971504467,9.79762691183662,8.42933557898618,BA,Nordeste
2903953,2016,hybrid,hybrid_bvr,0.0,0.07368283776734481,0.26990881458966565,0.10802997858672377,0.9263171622326551,0.7300911854103344,0.19622597682232085,0.8631729200652528,0.8441252144082333,0.8872212692967409,9.221577003902171,8.02404227921868,BA,Nordeste
2904001,2016,hybrid,hybrid_bvr,0.0,0.06529642058165548,0.18694096601073346,0.10409134157944815,0.9347035794183445,0.8130590339892665,0.12164454542907797,0.7311973018549747,0.7572636998896654,0.7999264435454211,9.524786081697178,8.122751439599517,BA,Nordeste
2904100,2016,hybrid,hybrid_bvr,0.0,0.046474358974358976,0.2275721099250511,0.09549283650003075,0.953525641025641,0.7724278900749488,0.18109775095069214,0.8605903470283207,0.850335852225021,0.8975650713685979,10.000478137849756,8.135090561631241,BA,Nordeste
