outcome,term,coefficient,std_error_cluster_municipality,p_value,conf_low,conf_high,n_observations,n_municipalities,n_treated_municipalities,n_control_municipalities,years,estimation_note
pct_mayor_L,treated_bvr_2016:post_2016,0.04651638285189748,0.007258001653451685,1.819489600431171e-10,0.032282402576331706,0.06075036312746325,12084,2014,778,1236,"2000, 2004, 2008, 2012, 2016, 2020","Municipality and election-year fixed effects, clustered by municipality. Treated group is strict first-any BVR in 2016; controls are never observed with BVR through the current 2018 panel. Hybrids are excluded."
