subgroup,outcome,outcome_scale,outcome_sd_used_for_zscore,coefficient,std_error_cluster_municipality,p_value,n_observations,n_municipalities,n_treated_municipalities,n_control_municipalities,years,estimation_note
full_sample,pct_mayor_R,raw_share,,0.006565254927457319,0.016881890085498077,0.6973960435728361,4040,2020,779,1241,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
full_sample,pct_mayor_L,raw_share,,0.04306743101781054,0.009589507532384309,7.485707561267653e-06,4040,2020,779,1241,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
full_sample,pct_mayor_C,raw_share,,-0.049632685945267846,0.017592909163107084,0.004831593151243308,4040,2020,779,1241,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_mayor_R,raw_share,,0.001350793401056023,0.023070251017195016,0.9533210871850345,2020,1010,489,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_mayor_L,raw_share,,0.03399375818268353,0.013715761054798863,0.013358262196800402,2020,1010,489,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_mayor_C,raw_share,,-0.03534455158373956,0.02403323279569285,0.14169668676660999,2020,1010,489,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_mayor_R,raw_share,,0.02695542564159949,0.025569263116739748,0.2920382088747051,2020,1010,290,720,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_mayor_L,raw_share,,0.02500621463662083,0.013548660101203201,0.06523446371501133,2020,1010,290,720,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_mayor_C,raw_share,,-0.051961640278220346,0.026518009810347947,0.05033103419873825,2020,1010,290,720,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
