year,state,municipality_id,pct_mayor_R,pct_mayor_C,pct_mayor_L,pct_mayor_IDK,treated_bvr_2016,gdp_pc,log_gdp_pc,gdp_split,gdp_median_cutoff,baseline_gdp_year,treat_bvr2016_x_2016
2016,MA,2105302,0.21335482801741673,0.7827203832883853,0.0039247886941979416,0.0,1,17568.82065719439,9.77388105640097,above_or_equal_median,12884.130129618063,2012,1
2012,MA,2105658,0.5151905252317199,0.4848094747682801,0.0,0.0,1,7138.976793248945,8.87332473879665,below_median,12884.130129618063,2012,0
2016,MA,2105658,0.4422000486736432,0.0,0.5577999513263567,0.0,1,7138.976793248945,8.87332473879665,below_median,12884.130129618063,2012,1
2012,MA,2105807,0.461439588688946,0.0,0.538560411311054,0.0,0,3816.106764841233,8.246986010384665,below_median,12884.130129618063,2012,0
2016,MA,2105807,0.0,0.45508803342285886,0.5449119665771411,0.0,0,3816.106764841233,8.246986010384665,below_median,12884.130129618063,2012,0
2012,MA,2105922,0.0,0.621050591199845,0.3789494088001551,0.0,0,3679.0506617982655,8.210410025544961,below_median,12884.130129618063,2012,0
2016,MA,2105922,0.3819990373816782,0.6180009626183218,0.0,0.0,0,3679.0506617982655,8.210410025544961,below_median,12884.130129618063,2012,0
2012,MA,2105948,0.39231966787752987,0.6076803321224702,0.0,0.0,0,5216.038223140496,8.559493431635715,below_median,12884.130129618063,2012,0
2016,MA,2105948,0.5854027861901878,0.41050878255602663,0.004088431253785585,0.0,0,5216.038223140496,8.559493431635715,below_median,12884.130129618063,2012,0
2012,MA,2105963,0.4349320418684581,0.0349945321043587,0.5300734260271832,0.0,0,4423.886089112871,8.394773794478468,below_median,12884.130129618063,2012,0
2016,MA,2105963,0.5229451060121987,0.0,0.4770548939878013,0.0,0,4423.886089112871,8.394773794478468,below_median,12884.130129618063,2012,0
2012,MA,2106003,1.0,0.0,0.0,0.0,0,4798.004338394794,8.475955347608233,below_median,12884.130129618063,2012,0
2016,MA,2106003,0.7205234343704099,0.0,0.27947656562959006,0.0,0,4798.004338394794,8.475955347608233,below_median,12884.130129618063,2012,0
2012,MA,2106201,0.0,0.968915343915344,0.031084656084656083,0.0,0,3996.832101372756,8.293257351667608,below_median,12884.130129618063,2012,0
2016,MA,2106201,0.0,0.5436953807740325,0.45630461922596754,0.0,0,3996.832101372756,8.293257351667608,below_median,12884.130129618063,2012,0
2012,MA,2106300,0.4688677154885885,0.5311322845114115,0.0,0.0,0,3917.4372161733327,8.273192947598453,below_median,12884.130129618063,2012,0
2016,MA,2106300,0.0,0.504119464469619,0.49588053553038103,0.0,0,3917.4372161733327,8.273192947598453,below_median,12884.130129618063,2012,0
2012,MA,2106326,0.5272854711124462,0.47271452888755383,0.0,0.0,1,4828.2797807613015,8.482245530157567,below_median,12884.130129618063,2012,0
2016,MA,2106326,1.0,0.0,0.0,0.0,1,4828.2797807613015,8.482245530157567,below_median,12884.130129618063,2012,1
2012,MA,2106375,0.90597961930398,0.09402038069601999,0.0,0.0,0,3901.9553841916827,8.269233087030472,below_median,12884.130129618063,2012,0
2016,MA,2106375,0.8496087104457298,0.0,0.15039128955427017,0.0,0,3901.9553841916827,8.269233087030472,below_median,12884.130129618063,2012,0
2012,MA,2106508,0.5217391304347826,0.4782608695652174,0.0,0.0,1,4133.088037332855,8.326780115357419,below_median,12884.130129618063,2012,0
2016,MA,2106508,0.3363272752789278,0.0,0.6636727247210722,0.0,1,4133.088037332855,8.326780115357419,below_median,12884.130129618063,2012,1
2012,MA,2106607,0.283144285888523,0.716855714111477,0.0,0.0,1,3222.3429351874843,8.077863993575075,below_median,12884.130129618063,2012,0
2016,MA,2106607,0.0,1.0,0.0,0.0,1,3222.3429351874843,8.077863993575075,below_median,12884.130129618063,2012,1
2012,MA,2106672,0.7029037676985841,0.0,0.2970962323014159,0.0,0,4222.208663819402,8.34811365016648,below_median,12884.130129618063,2012,0
