subgroup,outcome,outcome_scale,outcome_sd_used_for_zscore,coefficient,std_error_cluster_municipality,p_value,n_observations,n_municipalities,n_treated_municipalities,n_control_municipalities,years,estimation_note
full_sample,pct_mayor_R,z_score,0.3138993009917989,0.02091516262289746,0.053781228668423005,0.6973960435728364,4040,2020,779,1241,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
full_sample,pct_mayor_L,z_score,0.1855629888020628,0.2320906302266446,0.05167791052672299,7.4857075612675e-06,4040,2020,779,1241,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
full_sample,pct_mayor_C,z_score,0.328076389058646,-0.15128393142731061,0.053624429400685195,0.004831593151243302,4040,2020,779,1241,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_mayor_R,z_score,0.31438310549319537,0.004296647553426746,0.07338260426241117,0.9533210871850338,2020,1010,489,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_mayor_L,z_score,0.1942327741400076,0.17501556229732887,0.07061507057975817,0.01335826219680046,2020,1010,489,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
below_median,pct_mayor_C,z_score,0.32997484624116374,-0.10711286628771662,0.0728335297961713,0.14169668676660918,2020,1010,489,521,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_mayor_R,z_score,0.313318345410074,0.08603206941591618,0.0816079348410782,0.2920382088747053,2020,1010,290,720,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_mayor_L,z_score,0.17614941369278153,0.1419602490430856,0.07691572635508812,0.06523446371501179,2020,1010,290,720,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
above_or_equal_median,pct_mayor_C,z_score,0.32551792634245685,-0.1596275844530748,0.0814640536338697,0.05033103419873846,2020,1010,290,720,"2012, 2016",First-difference equivalent of municipality and year fixed effects for the balanced 2012/2016 panel.
