Region,Baseline voters (m),"Exit, direct total (\%)",Exit voters (m),R min (\%),R max (\%),Relabel min voters (m),Relabel max voters (m),Scenario C R (\%),ADPF 541 comparator
Norte,7.367254,9.14646023906921,0.6738429578212358,5.769708509292836,14.30905970901116,0.4250690809392168,1.0541847737745131,9.64169487245164,
Nordeste,28.188801,11.757403887498807,3.3142711846133026,8.681995867466652,16.57502133901301,2.447350537908398,4.672299780961913,12.70195108226514,Claimed about 4\% affected
Centro-Oeste,6.236277,9.47786520170647,0.5910659276650242,5.216534764033112,12.960927770179415,0.3253175576864012,0.8082793575183117,9.581408477855286,
Sudeste,6.983754,12.8548633900194,0.8977520361950154,2.2251768581856424,11.803928620645559,0.15540087784061415,0.8243573372014791,8.883312148690182,Claimed about 1\% affected
Sul,12.788128,10.897912580701064,1.3936390101481553,0.9653905368257477,9.813976037828594,0.12345537754916376,1.255023817606849,5.981236687309455,
National,61.564214,10.894941491952236,6.7073850952802685,6.862974128327844,13.486627864235972,4.225136079128388,8.302936439721863,11.310524055468365,"3.3m cancelled titles, 2016-2018"
