region,region_slug,event_time,s_L,s_H,s_unknown,n_municipalities,n_voters_baseline,beta_N,beta_N_se,beta_N_lower,beta_N_upper,beta_L,beta_L_se,beta_L_lower,beta_L_upper,beta_H,beta_H_se,beta_H_lower,beta_H_upper,D_N,D_N_lower,D_N_upper,D_L,D_L_lower,D_L_upper,D_H,D_H_lower,D_H_upper,D_residual,R_min,R_min_se,R_min_lower,R_min_upper,R_max,R_max_se,R_max_lower,R_max_upper,bounds_feasible,scenario_A_feasible,scenario_A_R,scenario_A_E_L,scenario_A_E_H,scenario_B_R,scenario_B_E_L,scenario_B_E_H,scenario_C_feasible,scenario_C_R,scenario_C_E_L,scenario_C_E_H
Norte,norte,0,0.5763414699696794,0.42333167826166984,0.0003268517686508375,282,7367254,-0.0959214292089462,0.0274131692063595,-0.1579343262841116,-0.0339085321337808,-0.2853833715315929,0.016964792190753,-0.3237603977012879,-0.2470063453618978,0.1277710862330947,0.0407234963160423,0.0356481373475731,0.2198940351186163,-0.0914646023906921,-0.14609414070214277,-0.033340081085944884,-0.1430905970901116,-0.159402474545952,-0.12614055110349134,0.05769708509292836,0.015363193511911542,0.1041161814294689,-0.006071090393508859,0.05769708509292836,0.019589173072381363,0.01930230587106089,0.09609186431479583,0.1430905970901116,0.007350011024864212,0.12868457548137774,0.15749661869884546,True,False,0.0,0.1430905970901116,-0.05769708509292836,0.05769708509292836,0.0914646023906921,0.0,True,0.0964169487245164,0.052714843392043735,0.038719863631588025
Nordeste,nordeste,0,0.6571357894931394,0.34190840539829986,0.0009558051085606615,1222,28188801,-0.1250803904364099,0.0085567840014874,-0.1444371806558917,-0.105723600216928,-0.2906615712483484,0.0118025946927858,-0.3173608953722381,-0.2639622471244587,0.2262806536837924,0.0181916671358934,0.1851282435690903,0.2674330637984945,-0.11757403887498807,-0.13449071857924555,-0.10032671678669203,-0.1657502133901301,-0.1786962814768537,-0.15245383836575208,0.08681995867466652,0.06953485438046415,0.10483122586827363,-0.03864378415952449,0.08681995867466652,0.007799283690931523,0.07153336264044073,0.10210655470889231,0.1657502133901301,0.005799624792624872,0.15438294879658535,0.17711747798367486,True,False,0.0,0.1657502133901301,-0.08681995867466652,0.08681995867466652,0.11757403887498807,0.0,True,0.1270195108226514,0.07726210886001236,0.04019955214798489
Centro-Oeste,centro_oeste,0,0.5394093302783055,0.4605334240284708,5.7245693223702574e-05,290,6236277,-0.0995757817812978,0.016900428003355,-0.1378072060434428,-0.0613443575191528,-0.2748053439658771,0.0119769050673026,-0.3018989855520298,-0.2477117023797244,0.107303047878582,0.0222532682866944,0.056962657628166,0.1576434381289979,-0.0947786520170647,-0.12873334950067206,-0.05950068400480513,-0.12960927770179415,-0.1405631926593964,-0.11835452429652708,0.052165347640331115,0.026994755402126792,0.07863547237809648,-0.01733472195560167,0.052165347640331115,0.011409223316204524,0.02980326994057025,0.07452742534009198,0.12960927770179415,0.004908136326284491,0.11998933050227654,0.13922922490131176,True,False,0.0,0.12960927770179415,-0.052165347640331115,0.052165347640331115,0.0947786520170647,0.0,True,0.09581408477855285,0.05112448920920544,0.04364873713822174
Sudeste,sudeste,0,0.48142016457051606,0.5179467948040553,0.0006330406254286788,230,6983754,-0.137595220398708,0.0034448773680365,-0.1453880744117732,-0.1298023663856428,-0.2812888759455216,0.0285086455360594,-0.3457799126465936,-0.2167978392444496,0.0420642576928013,0.0569075590835531,-0.0866695847054205,0.1707981000910232,-0.128548633900194,-0.13531333477831842,-0.12173101075576076,-0.1180392862064556,-0.1407344142174088,-0.09383229914386992,0.022251768581856426,-0.04299992746462483,0.09646822285654477,-0.03276111627559483,0.022251768581856426,0.030741381662734272,0.0,0.0825048766408156,0.1180392862064556,0.010359496655862917,0.09773467276096429,0.1383438996519469,True,False,0.0,0.1180392862064556,-0.022251768581856426,0.022251768581856426,0.128548633900194,0.0,True,0.08883312148690183,0.06188590448754641,0.0665813529050454
Sul,sul,0,0.538151635642058,0.4602575138440904,0.001590850513851602,769,12788128,-0.1153874239597288,0.0139547566342356,-0.1469552766349706,-0.0838195712844869,-0.2013386553012018,0.0101892607907274,-0.2243883645825647,-0.1782889460198388,0.0207580616294767,0.0090959062888083,0.0001816920661077033,0.0413344311928457,-0.10897912580701064,-0.13666741230861668,-0.08040283713761309,-0.09813976037828594,-0.10816591234460705,-0.0878798245493731,0.009653905368257477,8.3632736104152e-05,0.01942313939878713,-0.020493270796982176,0.009653905368257477,0.0042742702331964285,0.0012763357111924781,0.01803147502532248,0.09813976037828594,0.004483395748079589,0.08935230471204994,0.10692721604452193,True,False,0.0,0.09813976037828594,-0.009653905368257477,0.009653905368257477,0.10897912580701064,0.0,True,0.05981236687309455,0.05864729480388439,0.05015846150483707
National,national,0,0.5908936318101942,0.4082215522153828,0.0008848159744230629,2793,61564214,-0.1153540797441122,0.005774277403304,-0.1284164027319803,-0.1022917567562441,-0.2590832284586218,0.0066194088105625,-0.2740573715129256,-0.2441090854043181,0.1553946414536716,0.0185319123077856,0.1134725432862661,0.197316739621077,-0.10894941491952237,-0.12051291793732855,-0.09723387487380519,-0.13486627864235973,-0.1416440253464783,-0.12798627731247364,0.06862974128327844,0.049052364035965475,0.0890452894523566,-0.04271287756044108,0.06862974128327844,0.008836966354971323,0.05130928722753464,0.08595019533902223,0.13486627864235973,0.00301863147941666,0.12894976094270308,0.14078279634201638,True,False,0.0,0.13486627864235973,-0.06862974128327844,0.06862974128327844,0.10894941491952237,0.0,True,0.11310524055468364,0.06437751546539233,0.044475499271405206
