event_time,term,estimate,std.error,statistic,p.value,conf.low,conf.high,region,region_slug,outcome
6,fixest::.__event_time_plot__::6:.__ever_treated__,-0.0772895324643841,0.0132267867981289,-5.8434095630329,0.0002457698414342428,-0.1072106029605763,-0.0473684619681919,Norte,norte,pct_voters_low_ed
8,fixest::.__event_time_plot__::8:.__ever_treated__,-0.0679011922282652,0.0126745567890986,-5.357283363680768,0.00045794545160246747,-0.0965730316540173,-0.0392293528025131,Norte,norte,pct_voters_low_ed
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,-0.0182305685756924,0.0085002260522133,-2.1447157362298053,0.0605550012173153,-0.0374594158251107,0.0009982786737258095,Norte,norte,pct_voters_high_ed
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,-0.0055715379112585,0.0047806937398038,-1.1654245627303277,0.273804142883037,-0.0163862184979003,0.0052431426753833,Norte,norte,pct_voters_high_ed
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,-0.0014981454289349,0.0023061652889637,-0.6496262154774276,0.5321615091584342,-0.0067150537559609,0.003718762898091,Norte,norte,pct_voters_high_ed
-2,(reference period),0.0,,,,,,Norte,norte,pct_voters_high_ed
0,fixest::.__event_time_plot__::0:.__ever_treated__,0.1066712084885143,0.0116782993243871,9.134138929438048,7.563589822681924e-06,0.0802530600225506,0.1330893569544781,Norte,norte,pct_voters_high_ed
2,fixest::.__event_time_plot__::2:.__ever_treated__,0.1009438539016967,0.0071629346367432,14.092527577159633,1.9373306198625484e-07,0.0847401700065325,0.1171475377968609,Norte,norte,pct_voters_high_ed
4,fixest::.__event_time_plot__::4:.__ever_treated__,0.0872695328803674,0.0095462066918027,9.141802152189412,7.511738667427057e-06,0.0656745130349537,0.1088645527257812,Norte,norte,pct_voters_high_ed
6,fixest::.__event_time_plot__::6:.__ever_treated__,0.0770009023079398,0.013270183632701,5.802549869633314,0.0002586470795003187,0.0469816613515775,0.107020143264302,Norte,norte,pct_voters_high_ed
8,fixest::.__event_time_plot__::8:.__ever_treated__,0.0675960990394929,0.012652664502277,5.342439849513733,0.000466971671340636,0.0389737834071842,0.0962184146718016,Norte,norte,pct_voters_high_ed
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,0.0993330271906066,0.0273923574129288,3.626304435693535,0.0055172883703465,0.037367209663021,0.1612988447181922,Norte,norte,log_num_voters_low_ed
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,0.0359673531229263,0.0247296341298162,1.454423180469175,0.1797981024801591,-0.0199749658572163,0.0919096721030691,Norte,norte,log_num_voters_low_ed
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,0.0224543525523203,0.0235447648606356,0.9536876959795704,0.3651523324799186,-0.030807605923566,0.0757163110282066,Norte,norte,log_num_voters_low_ed
-2,(reference period),0.0,,,,,,Norte,norte,log_num_voters_low_ed
0,fixest::.__event_time_plot__::0:.__ever_treated__,-0.2853833715315929,0.016964792190753,-16.822096511570965,4.152527499503139e-08,-0.3237603977012879,-0.2470063453618978,Norte,norte,log_num_voters_low_ed
2,fixest::.__event_time_plot__::2:.__ever_treated__,-0.235439492612714,0.0273819756343471,-8.598338401754525,1.2384487162118504e-05,-0.2973818249255183,-0.1734971602999096,Norte,norte,log_num_voters_low_ed
4,fixest::.__event_time_plot__::4:.__ever_treated__,-0.1740862780931247,0.0425228512978522,-4.093946496525684,0.0027010432596649,-0.2702796507391641,-0.0778929054470854,Norte,norte,log_num_voters_low_ed
6,fixest::.__event_time_plot__::6:.__ever_treated__,-0.213758025903709,0.038489502713666,-5.553670763010717,0.0003547497864884126,-0.3008273301599697,-0.1266887216474483,Norte,norte,log_num_voters_low_ed
8,fixest::.__event_time_plot__::8:.__ever_treated__,-0.2084320819108366,0.0627419558681718,-3.3220526683735647,0.0089111353586973,-0.3503642467859903,-0.0664999170356828,Norte,norte,log_num_voters_low_ed
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,0.206905573664519,0.0306514267397819,6.7502754576830215,8.362278857918743e-05,0.1375672291151369,0.2762439182139011,Norte,norte,log_num_voters_high_ed
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,0.1101715049761477,0.019534160296418,5.6399406631443325,0.00031764585711232114,0.0659821643423573,0.1543608456099381,Norte,norte,log_num_voters_high_ed
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,0.0663715979836045,0.0205657594001959,3.22728651503004,0.0103676204217466,0.0198486180480668,0.1128945779191422,Norte,norte,log_num_voters_high_ed
-2,(reference period),0.0,,,,,,Norte,norte,log_num_voters_high_ed
0,fixest::.__event_time_plot__::0:.__ever_treated__,0.1277710862330947,0.0407234963160423,3.1375274176240446,0.0119756144442068,0.0356481373475731,0.2198940351186163,Norte,norte,log_num_voters_high_ed
2,fixest::.__event_time_plot__::2:.__ever_treated__,0.0675322666539856,0.0326117856171409,2.070793284575322,0.0682762356480791,-0.0062407177714693,0.1413052510794405,Norte,norte,log_num_voters_high_ed
4,fixest::.__event_time_plot__::4:.__ever_treated__,0.01208212078392,0.0402033904968777,0.3005249217689325,0.7706031331030118,-0.0788642669973652,0.1030285085652053,Norte,norte,log_num_voters_high_ed
6,fixest::.__event_time_plot__::6:.__ever_treated__,-0.1532501565528038,0.0655668148234829,-2.3373128154140104,0.0442144424756646,-0.3015725963476092,-0.0049277167579985,Norte,norte,log_num_voters_high_ed
8,fixest::.__event_time_plot__::8:.__ever_treated__,-0.2290765308457492,0.0652667641055851,-3.5098496759416693,0.0066201865551973,-0.3767202087598594,-0.0814328529316391,Norte,norte,log_num_voters_high_ed
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,-0.0419753321719494,0.0106042899632369,-3.95833500568825,0.0033126162160822,-0.0659639026686751,-0.0179867616752238,Nordeste,nordeste,log_num_voters
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,-0.0159971030691554,0.0048214283328672,-3.317917837771162,0.0089700199794004,-0.0269039317072692,-0.0050902744310416,Nordeste,nordeste,log_num_voters
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,-0.0050630291080659,0.0052016617968784,-0.9733483847612564,0.3558128284413081,-0.0168300056003283,0.0067039473841963,Nordeste,nordeste,log_num_voters
-2,(reference period),0.0,,,,,,Nordeste,nordeste,log_num_voters
0,fixest::.__event_time_plot__::0:.__ever_treated__,-0.1250803904364099,0.0085567840014874,-14.61768702057541,1.4113747998403864e-07,-0.1444371806558917,-0.105723600216928,Nordeste,nordeste,log_num_voters
2,fixest::.__event_time_plot__::2:.__ever_treated__,-0.0772434021099196,0.0067316659489223,-11.474633871617598,1.126406370688511e-06,-0.0924714884538391,-0.062015315766,Nordeste,nordeste,log_num_voters
4,fixest::.__event_time_plot__::4:.__ever_treated__,-0.0519304554661868,0.0132383458723329,-3.9227299216223934,0.0034964369167932,-0.081877674404885,-0.0219832365274887,Nordeste,nordeste,log_num_voters
6,fixest::.__event_time_plot__::6:.__ever_treated__,-0.0203894011798408,0.0108959413512268,-1.8712840426169333,0.0941057324266187,-0.0450377329529479,0.0042589305932661,Nordeste,nordeste,log_num_voters
8,fixest::.__event_time_plot__::8:.__ever_treated__,0.0069587527648879,0.0138370594404951,0.502906906977841,0.6271057048775817,-0.0243428503604926,0.0382603558902686,Nordeste,nordeste,log_num_voters
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,-0.0048354093834923,0.0022271343971525,-2.171134974914187,0.0580061608670988,-0.0098735374125253,0.0002027186455405804,Nordeste,nordeste,pct_voters_low_ed
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,-0.0035336556216379,0.001476504196993,-2.393258094920629,0.0403413383798733,-0.0068737401667674,-0.0001935710765084632,Nordeste,nordeste,pct_voters_low_ed
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,-0.0010248065007823,0.0011440997131627,-0.8957318046600582,0.3937223760339006,-0.0036129398618687,0.0015633268603041,Nordeste,nordeste,pct_voters_low_ed
-2,(reference period),0.0,,,,,,Nordeste,nordeste,pct_voters_low_ed
0,fixest::.__event_time_plot__::0:.__ever_treated__,-0.1085803525018782,0.0039986017246574,-27.15458052056447,6.035695698392616e-10,-0.1176258180344893,-0.0995348869692671,Nordeste,nordeste,pct_voters_low_ed
2,fixest::.__event_time_plot__::2:.__ever_treated__,-0.0989426217054035,0.0022015652480494,-44.941943825224456,6.685052481863282e-12,-0.1039229083006462,-0.0939623351101609,Nordeste,nordeste,pct_voters_low_ed
4,fixest::.__event_time_plot__::4:.__ever_treated__,-0.0844704336006013,0.0025587162631583,-33.012817723030864,1.0570977735639985e-10,-0.0902586519228732,-0.0786822152783294,Nordeste,nordeste,pct_voters_low_ed
6,fixest::.__event_time_plot__::6:.__ever_treated__,-0.0680445751876669,0.0046472614883959,-14.64186496877196,1.391296913853553e-07,-0.0785574110510379,-0.0575317393242959,Nordeste,nordeste,pct_voters_low_ed
8,fixest::.__event_time_plot__::8:.__ever_treated__,-0.0626381240361308,0.004453166168746,-14.065975008017478,1.9691734952772128e-07,-0.0727118857818903,-0.0525643622903713,Nordeste,nordeste,pct_voters_low_ed
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,0.0052458865368189,0.0022535990732284,2.3277816356677263,0.0449099651099115,0.0001478912512398586,0.010343881822398,Nordeste,nordeste,pct_voters_high_ed
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,0.0037455486910798,0.0014980603952856,2.500265478526132,0.0338470808412891,0.00035670063758017415,0.0071343967445795,Nordeste,nordeste,pct_voters_high_ed
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,0.0011150710714131,0.0011547987413652,0.9655977543714018,0.3594733691232221,-0.0014972651729564,0.0037274073157828,Nordeste,nordeste,pct_voters_high_ed
-2,(reference period),0.0,,,,,,Nordeste,nordeste,pct_voters_high_ed
0,fixest::.__event_time_plot__::0:.__ever_treated__,0.1091891825351762,0.0040099002348451,27.229900032510763,5.888696553864775e-10,0.1001181579968149,0.1182602070735374,Nordeste,nordeste,pct_voters_high_ed
2,fixest::.__event_time_plot__::2:.__ever_treated__,0.0992821712090436,0.0022811533105444,43.52279645130452,8.912469172949899e-12,0.0941218439081548,0.1044424985099325,Nordeste,nordeste,pct_voters_high_ed
4,fixest::.__event_time_plot__::4:.__ever_treated__,0.0846556977063815,0.0026628204446823,31.79174092471753,1.4800986380109764e-10,0.0786319793641979,0.0906794160485651,Nordeste,nordeste,pct_voters_high_ed
6,fixest::.__event_time_plot__::6:.__ever_treated__,0.0677784740421911,0.0047111783679379,14.386734856710063,1.6201912864561108e-07,0.0571210481519403,0.0784358999324419,Nordeste,nordeste,pct_voters_high_ed
8,fixest::.__event_time_plot__::8:.__ever_treated__,0.0623019980119556,0.0044622555111747,13.961996989176082,2.0995619393677865e-07,0.052207674745116,0.0723963212787952,Nordeste,nordeste,pct_voters_high_ed
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,-0.0448196414759064,0.011617790986602,-3.857845396564081,0.0038597520296508,-0.0711009105721407,-0.0185383723796721,Nordeste,nordeste,log_num_voters_low_ed
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,-0.0193807368171811,0.0056598025336441,-3.4242779146399918,0.0075764880320009,-0.0321840996586877,-0.0065773739756745,Nordeste,nordeste,log_num_voters_low_ed
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,-0.0059136795757182,0.0045669096584804,-1.2948974291043698,0.2275865719327333,-0.0162447469715021,0.0044173878200656,Nordeste,nordeste,log_num_voters_low_ed
-2,(reference period),0.0,,,,,,Nordeste,nordeste,log_num_voters_low_ed
0,fixest::.__event_time_plot__::0:.__ever_treated__,-0.2906615712483484,0.0118025946927858,-24.626921351964203,1.4388178306711692e-09,-0.3173608953722381,-0.2639622471244587,Nordeste,nordeste,log_num_voters_low_ed
2,fixest::.__event_time_plot__::2:.__ever_treated__,-0.2314308177129821,0.0115896425527503,-19.96876233754607,9.205558330794629e-09,-0.2576484106279572,-0.2052132247980071,Nordeste,nordeste,log_num_voters_low_ed
4,fixest::.__event_time_plot__::4:.__ever_treated__,-0.1897314893730437,0.0207871005834291,-9.127366686448424,7.60974036747175e-06,-0.2367551778516546,-0.1427078008944327,Nordeste,nordeste,log_num_voters_low_ed
6,fixest::.__event_time_plot__::6:.__ever_treated__,-0.1309276926271433,0.01273717356349,-10.27917944075407,2.844004157750944e-06,-0.1597411810375963,-0.1021142042166903,Nordeste,nordeste,log_num_voters_low_ed
8,fixest::.__event_time_plot__::8:.__ever_treated__,-0.1125217699020651,0.0134392409828605,-8.372628338577094,1.5357844842335087e-05,-0.1429234451540144,-0.0821200946501159,Nordeste,nordeste,log_num_voters_low_ed
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,0.0425284471318741,0.0190830826313332,2.228594192745625,0.0528178732780351,-0.000640484930866346,0.0856973791946147,Nordeste,nordeste,log_num_voters_high_ed
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,0.026746987454846,0.0151150867192001,1.7695556731983777,0.1105839844672779,-0.0074457142333085,0.0609396891430007,Nordeste,nordeste,log_num_voters_high_ed
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,0.0112279664275573,0.0131078957171074,0.8565803901615942,0.4139018036507856,-0.0184241537581091,0.0408800866132238,Nordeste,nordeste,log_num_voters_high_ed
-2,(reference period),0.0,,,,,,Nordeste,nordeste,log_num_voters_high_ed
0,fixest::.__event_time_plot__::0:.__ever_treated__,0.2262806536837924,0.0181916671358934,12.438698003511975,5.667660951575844e-07,0.1851282435690903,0.2674330637984945,Nordeste,nordeste,log_num_voters_high_ed
2,fixest::.__event_time_plot__::2:.__ever_treated__,0.2169846640250284,0.0259880055240276,8.349415803548744,1.5705604086034548e-05,0.15819571118201,0.2757736168680469,Nordeste,nordeste,log_num_voters_high_ed
4,fixest::.__event_time_plot__::4:.__ever_treated__,0.1461129664655982,0.0340517198096739,4.290912978324468,0.0020173670874165,0.0690826245925468,0.2231433083386496,Nordeste,nordeste,log_num_voters_high_ed
6,fixest::.__event_time_plot__::6:.__ever_treated__,0.1279068678437664,0.025997351203317,4.919996150509614,0.0008246113341221092,0.0690967736054021,0.1867169620821306,Nordeste,nordeste,log_num_voters_high_ed
8,fixest::.__event_time_plot__::8:.__ever_treated__,0.0308967306785974,0.0330885686044922,0.933758454404787,0.3748014722805458,-0.0439548117967945,0.1057482731539893,Nordeste,nordeste,log_num_voters_high_ed
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,-0.0246994898826771,0.0172697075111926,-1.4302205099113112,0.186439087924322,-0.0637662824285516,0.0143673026631972,Centro-Oeste,centro_oeste,log_num_voters
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,-0.0232606251218902,0.0130483211859773,-1.782652709904758,0.1083214351236524,-0.0527779783552406,0.00625672811146,Centro-Oeste,centro_oeste,log_num_voters
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,-0.013829155982325,0.0083989055481366,-1.6465426242819403,0.1340584618880544,-0.0328288003277079,0.0051704883630578,Centro-Oeste,centro_oeste,log_num_voters
-2,(reference period),0.0,,,,,,Centro-Oeste,centro_oeste,log_num_voters
0,fixest::.__event_time_plot__::0:.__ever_treated__,-0.0995757817812978,0.016900428003355,-5.891908877191169,0.00023138145846012104,-0.1378072060434428,-0.0613443575191528,Centro-Oeste,centro_oeste,log_num_voters
2,fixest::.__event_time_plot__::2:.__ever_treated__,-0.0186858830135193,0.0209029926952843,-0.893933384846605,0.3946337850456595,-0.0659717376630753,0.0285999716360366,Centro-Oeste,centro_oeste,log_num_voters
4,fixest::.__event_time_plot__::4:.__ever_treated__,0.0454953946058623,0.0256770368470372,1.771831963200685,0.110187634906827,-0.0125900982170964,0.1035808874288211,Centro-Oeste,centro_oeste,log_num_voters
6,fixest::.__event_time_plot__::6:.__ever_treated__,0.0380910486656355,0.0263700161605174,1.444483326584661,0.1825002033289105,-0.0215620722749834,0.0977441696062545,Centro-Oeste,centro_oeste,log_num_voters
8,fixest::.__event_time_plot__::8:.__ever_treated__,0.0507444667045594,0.0535144859129004,0.9482379553668984,0.3677727086992003,-0.070313710916772,0.1718026443258908,Centro-Oeste,centro_oeste,log_num_voters
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,0.0041223893349464,0.0027046026278517,1.5242125747030069,0.1617919764472427,-0.0019958468721712,0.0102406255420641,Centro-Oeste,centro_oeste,pct_voters_low_ed
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,0.001376397800869,0.0012927270391664,1.0647242296073194,0.3147308875135593,-0.0015479539303242,0.0043007495320623,Centro-Oeste,centro_oeste,pct_voters_low_ed
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,0.0011549824783719,0.0008019270440175893,1.4402587953458,0.1836592697422757,-0.0006591025282939895,0.0029690674850379,Centro-Oeste,centro_oeste,pct_voters_low_ed
-2,(reference period),0.0,,,,,,Centro-Oeste,centro_oeste,pct_voters_low_ed
0,fixest::.__event_time_plot__::0:.__ever_treated__,-0.0945577791600459,0.0039049226588436,-24.21501971259172,1.6712528895625086e-09,-0.1033913279229222,-0.0857242303971697,Centro-Oeste,centro_oeste,pct_voters_low_ed
2,fixest::.__event_time_plot__::2:.__ever_treated__,-0.0884850965402757,0.0034763886725214,-25.4531655909744,1.0732010289011156e-09,-0.0963492340764906,-0.0806209590040608,Centro-Oeste,centro_oeste,pct_voters_low_ed
4,fixest::.__event_time_plot__::4:.__ever_treated__,-0.083147623556995,0.0042155058657441,-19.724233865422026,1.0261971115258751e-08,-0.0926837603460058,-0.0736114867679841,Centro-Oeste,centro_oeste,pct_voters_low_ed
