term,estimate,std.error,conf.low,conf.high,event_time
0,-0.1232171403570393,0.011350666394948434,-0.14546444649113824,-0.10096983422294037,0
2,-0.14089435288552882,0.011704551140665792,-0.16383527312123378,-0.11795343264982386,2
4,-0.09233221479780314,0.015655812289837884,-0.1230176068858854,-0.06164682270972088,4
6,-0.06681687217765067,0.01834155723477025,-0.10276632435780036,-0.030867419997500985,6
8,-0.08703804892633935,0.03869433176813712,-0.16287893919188812,-0.011197158660790588,8
