estimate,std.error,statistic,p.value,term,event_time,conf.low,conf.high
0.057383739573452705,0.005555655094221081,10.328888060949376,1.4353421079869381e-24,.__time_id__::-8,-8,0.04649465558877938,0.06827282355812603
0.0562334525560265,0.002343965272972439,23.99073621287721,8.408752486742293e-116,.__time_id__::-6,-6,0.05163928062100052,0.06082762449105248
0.018256902174879897,5.101392709865027e-4,35.788074381285846,3.201164561058492e-231,.__time_id__::-4,-4,0.017257029203746353,0.01925677514601344
0.08342267348275885,9.382652880565345e-4,88.91160585888825,0,.__time_id__::0,0,0.08158367351816805,0.08526167344734965
0.05760037731557894,0.0010281581164492916,56.02287857678919,0,.__time_id__::2,2,0.05558518740733833,0.05961556722381955
0.003431410515221935,0.001993650383111695,1.7211696415226927,0.08533078622174232,.__time_id__::4,4,-4.7614423567698743e-4,0.007338965266120857
0.0017995806242070284,0.001873965523103898,0.9603061539928098,0.33698427771857065,.__time_id__::6,6,-0.001873391801076612,0.005472553049490668
