label,bytes_processed,destination,cached
president_2018_runoff,547411959,data/raw/tse_2018_president/resultados_candidato_2018_segundo_turno.csv,False
president_2018_first_round,547411959,data/raw/tse_2018_president/resultados_candidato_2018_primeiro_turno.csv,False
