event_time,term,estimate,std.error,statistic,p.value,conf.low,conf.high
-8,fixest::.__event_time_plot__::-8:.__ever_treated__,-0.02000991181050024,0.023705481451610028,-0.8441048477056436,0.42048069324728143,-0.07363543647383985,0.03361561285283937
-6,fixest::.__event_time_plot__::-6:.__ever_treated__,0.015749631453595144,0.02816718904265546,0.5591481432437018,0.5897012370799648,-0.04796897699513901,0.0794682399023293
-4,fixest::.__event_time_plot__::-4:.__ever_treated__,0.007424139685850561,0.01958570883209606,0.37905902459267954,0.7134322104025534,-0.0368818118371556,0.05173009120885672
-2,(reference period),0,NA,NA,NA,NA,NA
0,fixest::.__event_time_plot__::0:.__ever_treated__,-0.015358358127366823,0.02717839686163814,-0.5650943359740579,0.5858178640466827,-0.0768401632612938,0.046123447006560146
2,fixest::.__event_time_plot__::2:.__ever_treated__,0.03982940652016591,0.040458370556507216,0.9844540443006016,0.35061593940267677,-0.05169378622938088,0.1313525992697127
4,fixest::.__event_time_plot__::4:.__ever_treated__,-0.018980577729651706,0.043513670065213804,-0.4361980430794638,0.6729691921682829,-0.11741533814731295,0.07945418268800952
6,fixest::.__event_time_plot__::6:.__ever_treated__,0.12779834204607102,0.07197150463788013,1.775679731708819,0.10952064563486252,-0.035012512687873754,0.2906091967800158
8,fixest::.__event_time_plot__::8:.__ever_treated__,0.36271207232442954,0.06712884466841211,5.403222327392533,4.31185677114231e-4,0.210856075527413,0.514568069121446
