label,bytes_processed,destination,cached
president_2006_runoff,104830992,data/raw/tse_2006_president/resultados_candidato_2006_segundo_turno.csv,False
president_2006_first_round,104830992,data/raw/tse_2006_president/resultados_candidato_2006_primeiro_turno.csv,False
president_2014_runoff,474612060,data/raw/tse_2014_president/resultados_candidato_2014_segundo_turno.csv,False
president_2014_first_round,474612060,data/raw/tse_2014_president/resultados_candidato_2014_primeiro_turno.csv,False
