term,estimate,std.error,conf.low,conf.high,statistic,p.value
2008,-0.08956407767100265,0.16295748750503242,-0.408954884192002,0.22982672884999666,-0.5496162161203961,0.5825826340002387
2010,-0.15314832854529284,0.01047564431238448,-0.17368021411241827,-0.1326164429781674,-14.61946625700515,2.1104834075867315e-48
2012,-0.15507393126495184,0.004381929348851326,-0.16366235497149947,-0.1464855075584042,-35.38941843176973,2.483939790418928e-274
2014,-0.1477193818481709,0.0030965538986480676,-0.15378851596570822,-0.1416502477306336,-47.70444393448604,0
2016,-0.15696606749809405,0.0022503881792802554,-0.16137674728071802,-0.1525553877154701,-69.75066299374924,0
2018,-0.16270545553936774,0.0021112082082358203,-0.16684334759137529,-0.1585675634873602,-77.06746066288203,0
