term,estimate,std.error,conf.low,conf.high,event_time
0,0.20023720305997816,0.02117872222940501,0.15872690749034435,0.24174749862961198,0
2,0.31876713338988544,0.02192539413243037,0.2757933608903219,0.36174090588944896,2
4,0.3433576506088062,0.02208296351400925,0.30007504212134806,0.3866402590962643,4
6,0.35989942013996584,0.03027851313920098,0.30055353438713195,0.41924530589279974,6
8,0.32818478487665936,0.04408126465432783,0.24178550615417682,0.4145840635991419,8
