event_time,estimate,std.error,conf.low,conf.high,statistic,p.value
-8,-0.0013572698566801102,0.002678192040639343,-0.006606526256333222,0.0038919865429730017,-0.5067858600446368,0.6123050787350582
-6,0.0035236794047318015,0.0027669287080587094,-0.001899500863063269,0.008946859672526872,1.273498444130146,0.20284122431455903
-4,0.00826677640354851,0.004090777216526321,2.488530591569227e-4,0.0162846997479401,2.020832708794696,0.04329708563575767
-2,0.006610198352362174,0.003848981645831688,-9.338056734679353e-4,0.014154202378192282,1.7173888993523225,0.08590813854238301
0,0.22584624812557774,0.0046515785205699265,0.21672915422526068,0.2349633420258948,48.55260362194345,0
2,0.23083288530015633,0.0062521156683643915,0.21857873859016214,0.24308703201015053,36.92076371334061,2.146123986315603e-298
4,0.20611067637640515,0.013873366618752034,0.17891887780365118,0.23330247494915912,14.856572455730696,6.307049063021548e-50
6,0.24745857815560393,0.013855844857778646,0.22030112223435777,0.2746160340768501,17.859508438179514,2.4377668708046473e-71
8,0.12574033658485528,0.03276038292667944,0.06152998604856358,0.189950687121147,3.8381827485433546,1.239482229970804e-4
