event_time,estimate,std.error,conf.low,conf.high
-8,-0.02982593346410746,0.024392974629953098,-0.07763616373881553,0.01798429681060061
-6,-0.007338966670720715,0.022274221807410746,-0.05099644141324578,0.03631850807180435
-4,0.006291893443723602,0.0212407304818181,-0.035339938300639875,0.047923725188087074
-2,-0.1265708469412177,0.02540559034989396,-0.17636580402700985,-0.07677588985542555
0,-0.023224052059623943,0.033146658285231806,-0.08819150229867828,0.0417433981794304
2,0.028163203839098656,0.04109149488131822,-0.05237612612828505,0.10870253380648237
4,0.050697719099341745,0.03608524934565861,-0.020029369618149134,0.12142480781683263
6,-0.07768150827257754,0.0433562891338537,-0.1626598349749308,0.007296818429775712
8,-0.12442888576401771,0.05795815085615004,-0.2380268614420718,-0.010830910085963638
